a,b,L
67.499793,-56.455149,5.500000
67.739437,-56.779274,5.500000
67.978063,-57.100990,5.500000
68.215653,-57.420304,5.500000
68.452191,-57.737224,5.500000
68.687661,-58.051757,5.500000
68.922047,-58.363914,5.500000
69.155333,-58.673701,5.500000
69.387507,-58.981129,5.500000
69.618553,-59.286206,5.500000
69.848460,-59.588942,5.500000
70.077214,-59.889345,5.500000
70.304804,-60.187427,5.500000
70.531217,-60.483197,5.500000
70.756444,-60.776665,5.500000
70.980473,-61.067842,5.500000
71.203295,-61.356737,5.500000
71.424901,-61.643363,5.500000
71.645281,-61.927729,5.500000
71.864427,-62.209846,5.500000
72.082332,-62.489727,5.500000
72.298988,-62.767381,5.500000
72.514388,-63.042820,5.500000
72.728525,-63.316057,5.500000
72.941394,-63.587101,5.500000
73.152989,-63.855965,5.500000
73.363304,-64.122661,5.500000
73.572333,-64.387198,5.500000
73.780075,-64.649592,5.500000
73.986523,-64.909852,5.500000
74.191675,-65.167992,5.500000
74.395527,-65.424023,5.500000
74.598076,-65.677958,5.500000
74.799322,-65.929810,5.500000
74.999260,-66.179592,5.500000
75.197891,-66.427317,5.500000
75.395214,-66.672998,5.500000
75.591227,-66.916648,5.500000
75.785930,-67.158280,5.500000
75.979323,-67.397907,5.500000
76.171407,-67.635544,5.500000
76.362181,-67.871202,5.500000
76.551647,-68.104896,5.500000
76.739806,-68.336639,5.500000
76.926659,-68.566443,5.500000
77.112207,-68.794323,5.500000
77.296451,-69.020290,5.500000
77.479394,-69.244358,5.500000
77.661036,-69.466539,5.500000
77.841379,-69.686844,5.500000
78.020425,-69.905287,5.500000
78.198175,-70.121879,5.500000
78.374631,-70.336630,5.500000
78.549795,-70.549553,5.500000
78.723668,-70.760659,5.500000
78.896251,-70.969958,5.500000
79.067547,-71.177461,5.500000
79.237557,-71.383179,5.500000
79.406283,-71.587120,5.500000
79.573726,-71.789296,5.500000
79.739887,-71.989715,5.500000
79.904768,-72.188387,5.500000
80.068371,-72.385321,5.500000
80.230695,-72.580525,5.500000
80.391743,-72.774007,5.500000
80.551515,-72.965775,5.500000
80.710012,-73.155837,5.500000
80.867234,-73.344200,5.500000
81.023182,-73.530870,5.500000
81.177855,-73.715854,5.500000
81.331254,-73.899157,5.500000
81.483377,-74.080785,5.500000
81.634226,-74.260742,5.500000
81.783797,-74.439035,5.500000
81.932090,-74.615665,5.500000
82.079105,-74.790639,5.500000
82.224840,-74.963959,5.500000
82.369296,-75.135632,5.500000
82.512471,-75.305660,5.500000
82.654365,-75.474050,5.500000
82.794979,-75.640805,5.500000
82.934313,-75.805932,5.500000
83.072368,-75.969435,5.500000
83.209143,-76.131319,5.500000
83.344642,-76.291591,5.500000
83.478864,-76.450256,5.500000
83.611811,-76.607321,5.500000
83.743486,-76.762790,5.500000
83.873890,-76.916672,5.500000
84.003026,-77.068972,5.500000
84.130897,-77.219698,5.500000
84.257507,-77.368857,5.500000
84.382857,-77.516456,5.500000
84.506953,-77.662503,5.500000
84.629797,-77.807005,5.500000
84.751396,-77.949973,5.500000
84.871752,-78.091412,5.500000
84.990872,-78.231334,5.500000
85.108760,-78.369747,5.500000
85.225424,-78.506662,5.500000
85.340868,-78.642087,5.500000
85.455102,-78.776034,5.500000
85.568130,-78.908514,5.500000
85.679962,-79.039539,5.500000
85.790604,-79.169118,5.500000
85.900064,-79.297264,5.500000
86.008350,-79.423988,5.500000
86.115472,-79.549302,5.500000
86.221436,-79.673217,5.500000
86.326252,-79.795746,5.500000
86.429928,-79.916900,5.500000
86.532471,-80.036690,5.500000
86.633890,-80.155128,5.500000
86.734192,-80.272223,5.500000
86.833387,-80.387987,5.500000
86.931480,-80.502430,5.500000
87.028480,-80.615563,5.500000
87.124394,-80.727397,5.500000
87.219231,-80.837941,5.500000
87.313000,-80.947209,5.500000
87.405708,-81.055209,5.500000
87.497363,-81.161955,5.500000
87.587975,-81.267455,5.500000
87.677551,-81.371723,5.500000
87.766101,-81.474768,5.500000
87.853633,-81.576603,5.500000
87.940155,-81.677238,5.500000
88.025676,-81.776684,5.500000
88.110204,-81.874952,5.500000
88.193750,-81.972055,5.500000
88.276320,-82.068002,5.500000
88.357925,-82.162805,5.500000
88.438572,-82.256476,5.500000
88.518271,-82.349025,5.500000
88.597031,-82.440464,5.500000
88.674860,-82.530805,5.500000
88.751768,-82.620058,5.500000
88.827765,-82.708235,5.500000
88.902858,-82.795349,5.500000
88.977058,-82.881410,5.500000
89.050374,-82.966430,5.500000
89.122816,-83.050421,5.500000
