a,b,L
98.425932,-76.085598,5.500000
98.842267,-76.468077,5.500000
99.256589,-76.848370,5.500000
99.668870,-77.226465,5.500000
100.079079,-77.602353,5.500000
100.487186,-77.976025,5.500000
100.893165,-78.347470,5.500000
101.296984,-78.716679,5.500000
101.698619,-79.083644,5.500000
102.098043,-79.448355,5.500000
102.495229,-79.810803,5.500000
102.890154,-80.170982,5.500000
103.282794,-80.528884,5.500000
103.673126,-80.884501,5.500000
104.061128,-81.237827,5.500000
104.446780,-81.588855,5.500000
104.830063,-81.937582,5.500000
105.210956,-82.283999,5.500000
105.589443,-82.628104,5.500000
105.965506,-82.969891,5.500000
106.339129,-83.309357,5.500000
106.710296,-83.646497,5.500000
107.078993,-83.981309,5.500000
107.445206,-84.313790,5.500000
107.808922,-84.643938,5.500000
108.170129,-84.971751,5.500000
108.528817,-85.297227,5.500000
108.884974,-85.620365,5.500000
109.238592,-85.941166,5.500000
109.589662,-86.259629,5.500000
109.938176,-86.575753,5.500000
110.284127,-86.889541,5.500000
110.627508,-87.200993,5.500000
110.968316,-87.510111,5.500000
111.306544,-87.816897,5.500000
111.642189,-88.121353,5.500000
111.975247,-88.423482,5.500000
112.305716,-88.723286,5.500000
112.633593,-89.020769,5.500000
112.958877,-89.315936,5.500000
113.281567,-89.608788,5.500000
113.601664,-89.899332,5.500000
113.919167,-90.187572,5.500000
114.234077,-90.473513,5.500000
114.546397,-90.757160,5.500000
114.856128,-91.038519,5.500000
115.163274,-91.317597,5.500000
115.467837,-91.594399,5.500000
115.769821,-91.868933,5.500000
116.069231,-92.141206,5.500000
116.366072,-92.411224,5.500000
116.660348,-92.678996,5.500000
116.952066,-92.944530,5.500000
117.241232,-93.207834,5.500000
117.527853,-93.468916,5.500000
117.811937,-93.727786,5.500000
118.093490,-93.984452,5.500000
118.372521,-94.238924,5.500000
118.649038,-94.491211,5.500000
118.923052,-94.741323,5.500000
119.194570,-94.989271,5.500000
119.463603,-95.235063,5.500000
119.730160,-95.478712,5.500000
119.994253,-95.720227,5.500000
120.255892,-95.959618,5.500000
120.515087,-96.196898,5.500000
120.771851,-96.432076,5.500000
121.026193,-96.665164,5.500000
121.278127,-96.896173,5.500000
121.527663,-97.125114,5.500000
121.774814,-97.351998,5.500000
122.019592,-97.576837,5.500000
122.262010,-97.799642,5.500000
122.502079,-98.020424,5.500000
122.739813,-98.239195,5.500000
122.975225,-98.455966,5.500000
123.208328,-98.670750,5.500000
123.439135,-98.883558,5.500000
123.667659,-99.094402,5.500000
123.893915,-99.303293,5.500000
124.117915,-99.510243,5.500000
124.339674,-99.715265,5.500000
124.559205,-99.918370,5.500000
