"a","b","L"
106,-119,5.5
-14,1,5.5
-14,-19,5.5
-14,-29,5.5
-14,-9,5.5
16,1,5.5
16,-19,5.5
16,-29,5.5
16,-39,5.5
16,-49,5.5
16,-59,5.5
16,-9,5.5
-24,1,5.5
26,1,5.5
26,-19,5.5
26,-29,5.5
26,-39,5.5
26,-49,5.5
26,-59,5.5
26,-9,5.5
36,-19,5.5
36,-29,5.5
36,-39,5.5
36,-49,5.5
36,-59,5.5
36,-69,5.5
36,-9,5.5
-4,1,5.5
-4,-19,5.5
-4,-29,5.5
-4,-39,5.5
46,-39,5.5
46,-49,5.5
46,-59,5.5
46,-69,5.5
46,-79,5.5
-4,-9,5.5
56,-59,5.5
56,-69,5.5
56,-79,5.5
6,1,5.5
6,-19,5.5
6,-29,5.5
6,-39,5.5
6,-49,5.5
66,-69,5.5
66,-79,5.5
66,-89,5.5
6,-9,5.5
76,-79,5.5
76,-89,5.5
76,-99,5.5
86,-109,5.5
86,-99,5.5
96,-109,5.5
104,-125,15.5
14,15,15.5
14,-15,15.5
14,25,15.5
14,-25,15.5
14,-35,15.5
14,-45,15.5
14,5,15.5
14,-5,15.5
14,-55,15.5
14,-65,15.5
14,-75,15.5
-16,15,15.5
-16,-15,15.5
-16,25,15.5
-16,-25,15.5
-16,-35,15.5
-16,-45,15.5
-16,5,15.5
-16,-5,15.5
-16,-55,15.5
24,15,15.5
24,-15,15.5
24,25,15.5
24,-25,15.5
24,-35,15.5
24,-45,15.5
24,5,15.5
24,-5,15.5
24,-55,15.5
24,-65,15.5
24,-75,15.5
24,-85,15.5
-26,15,15.5
-26,-15,15.5
-26,25,15.5
-26,-25,15.5
-26,-35,15.5
-26,-45,15.5
-26,5,15.5
-26,-5,15.5
34,15,15.5
34,-15,15.5
34,25,15.5
34,-25,15.5
34,-35,15.5
34,-45,15.5
34,5,15.5
34,-5,15.5
34,-55,15.5
34,-65,15.5
34,-75,15.5
34,-85,15.5
-36,15,15.5
-36,-15,15.5
-36,25,15.5
-36,-25,15.5
-36,-35,15.5
-36,-45,15.5
-36,5,15.5
-36,-5,15.5
4,15,15.5
4,-15,15.5
4,25,15.5
4,-25,15.5
4,-35,15.5
44,15,15.5
44,-15,15.5
44,25,15.5
44,-25,15.5
44,-35,15.5
44,-45,15.5
4,-45,15.5
44,5,15.5
44,-5,15.5
44,-55,15.5
44,-65,15.5
44,-75,15.5
44,-85,15.5
44,-95,15.5
4,5,15.5
4,-5,15.5
4,-55,15.5
-46,15,15.5
-46,-15,15.5
-46,-25,15.5
-46,-35,15.5
-46,5,15.5
-46,-5,15.5
4,-65,15.5
54,-105,15.5
54,-15,15.5
54,-25,15.5
54,-35,15.5
54,-45,15.5
54,5,15.5
54,-5,15.5
54,-55,15.5
54,-65,15.5
54,-75,15.5
54,-85,15.5
54,-95,15.5
-56,15,15.5
-56,-15,15.5
-56,-25,15.5
-56,5,15.5
-56,-5,15.5
-6,15,15.5
-6,-15,15.5
-6,25,15.5
-6,-25,15.5
-6,-35,15.5
64,-105,15.5
64,-35,15.5
64,-45,15.5
-6,-45,15.5
64,-55,15.5
64,-65,15.5
64,-75,15.5
64,-85,15.5
64,-95,15.5
-6,5,15.5
-6,-5,15.5
-6,-55,15.5
-6,-65,15.5
-66,5,15.5
-66,-5,15.5
74,-105,15.5
74,-115,15.5
74,-65,15.5
74,-75,15.5
74,-85,15.5
74,-95,15.5
84,-105,15.5
84,-115,15.5
84,-125,15.5
84,-85,15.5
84,-95,15.5
94,-105,15.5
94,-115,15.5
94,-125,15.5
94,-135,15.5
94,-95,15.5
102,-104,25.5
-108,6,25.5
12,-14,25.5
12,16,25.5
12,-24,25.5
12,26,25.5
12,-34,25.5
12,36,25.5
12,-4,25.5
12,-44,25.5
12,-54,25.5
12,6,25.5
12,-64,25.5
12,-74,25.5
12,-84,25.5
12,-94,25.5
-18,-14,25.5
-18,16,25.5
-18,-24,25.5
-18,26,25.5
-18,-34,25.5
-18,36,25.5
-18,-4,25.5
-18,-44,25.5
-18,-54,25.5
-18,6,25.5
-18,-64,25.5
-18,-74,25.5
2,-14,25.5
2,16,25.5
22,-14,25.5
22,16,25.5
22,-24,25.5
22,26,25.5
22,-34,25.5
22,36,25.5
