a,b,L
26.580460,-12.550572,5.500000
26.610175,-13.048670,5.500000
26.640665,-13.550237,5.500000
26.671944,-14.055265,5.500000
26.704027,-14.563736,5.500000
26.736929,-15.075617,5.500000
26.770664,-15.590864,5.500000
26.805242,-16.109417,5.500000
26.840677,-16.631206,5.500000
26.876979,-17.156151,5.500000
26.914158,-17.684163,5.500000
26.952222,-18.215143,5.500000
26.991180,-18.748987,5.500000
27.031039,-19.285585,5.500000
27.071805,-19.824820,5.500000
27.113484,-20.366571,5.500000
27.156080,-20.910708,5.500000
27.199596,-21.457098,5.500000
27.244035,-22.005601,5.500000
27.289396,-22.556074,5.500000
27.335681,-23.108372,5.500000
27.382888,-23.662352,5.500000
27.431016,-24.217870,5.500000
27.480064,-24.774788,5.500000
27.530028,-25.332967,5.500000
27.580906,-25.892273,5.500000
27.632694,-26.452584,5.500000
27.685389,-27.013785,5.500000
27.738989,-27.575772,5.500000
27.793492,-28.138446,5.500000
27.848893,-28.701717,5.500000
27.905191,-29.265497,5.500000
27.962381,-29.829699,5.500000
28.020460,-30.394241,5.500000
28.079422,-30.959041,5.500000
28.139264,-31.524023,5.500000
28.199981,-32.089109,5.500000
28.261567,-32.654230,5.500000
28.324016,-33.219315,5.500000
28.387323,-33.784298,5.500000
28.451482,-34.349114,5.500000
28.516486,-34.913703,5.500000
28.582329,-35.478005,5.500000
28.649003,-36.041964,5.500000
28.716501,-36.605523,5.500000
28.784816,-37.168629,5.500000
28.853940,-37.731230,5.500000
28.923864,-38.293274,5.500000
28.994579,-38.854708,5.500000
29.066076,-39.415483,5.500000
29.138345,-39.975547,5.500000
29.211375,-40.534852,5.500000
29.285158,-41.093350,5.500000
29.359682,-41.650997,5.500000
29.434937,-42.207748,5.500000
29.510911,-42.763559,5.500000
29.587593,-43.318391,5.500000
29.664973,-43.872205,5.500000
29.743039,-44.424965,5.500000
29.821780,-44.976636,5.500000
29.901185,-45.527186,5.500000
29.981242,-46.076584,5.500000
30.061940,-46.624801,5.500000
30.143267,-47.171809,5.500000
30.225212,-47.717579,5.500000
30.307763,-48.262087,5.500000
30.390907,-48.805308,5.500000
30.474634,-49.347218,5.500000
30.558931,-49.887795,5.500000
30.643786,-50.427018,5.500000
30.729187,-50.964866,5.500000
30.815122,-51.501321,5.500000
30.901578,-52.036364,5.500000
30.988544,-52.569974,5.500000
31.076006,-53.102135,5.500000
31.163951,-53.632827,5.500000
31.252366,-54.162033,5.500000
31.341239,-54.689736,5.500000
31.430556,-55.215921,5.500000
31.520304,-55.740570,5.500000
31.610468,-56.263669,5.500000
31.701037,-56.785204,5.500000
31.791996,-57.305162,5.500000
31.883333,-57.823529,5.500000
31.975034,-58.340295,5.500000
