"a","b","L"
106,-79,5.5
126,-89,5.5
136,-99,5.5
-14,1,5.5
-14,-9,5.5
16,1,5.5
16,-19,5.5
16,-29,5.5
16,-9,5.5
26,1,5.5
26,-19,5.5
26,-29,5.5
26,-39,5.5
26,-9,5.5
36,1,5.5
36,-19,5.5
36,-29,5.5
36,-39,5.5
36,-9,5.5
-4,1,5.5
-4,-19,5.5
46,-19,5.5
46,-29,5.5
46,-39,5.5
46,-49,5.5
-4,-9,5.5
56,-29,5.5
56,-39,5.5
56,-49,5.5
6,1,5.5
6,-19,5.5
6,-29,5.5
66,-39,5.5
66,-49,5.5
66,-59,5.5
6,-9,5.5
76,-49,5.5
76,-59,5.5
86,-59,5.5
86,-69,5.5
96,-69,5.5
104,-65,15.5
104,-75,15.5
104,-85,15.5
114,-75,15.5
114,-85,15.5
114,-95,15.5
124,-85,15.5
124,-95,15.5
134,-105,15.5
134,-95,15.5
14,15,15.5
14,-15,15.5
14,25,15.5
14,-25,15.5
14,-35,15.5
144,-105,15.5
144,-115,15.5
14,-45,15.5
14,5,15.5
14,-5,15.5
154,-115,15.5
-16,15,15.5
-16,-15,15.5
-16,25,15.5
-16,-25,15.5
-16,5,15.5
-16,-5,15.5
24,15,15.5
24,-15,15.5
24,25,15.5
24,-25,15.5
24,-35,15.5
24,-45,15.5
24,5,15.5
24,-5,15.5
-26,15,15.5
-26,-15,15.5
-26,25,15.5
-26,-25,15.5
-26,5,15.5
-26,-5,15.5
34,15,15.5
34,-15,15.5
34,25,15.5
34,-25,15.5
34,-35,15.5
34,-45,15.5
34,5,15.5
34,-5,15.5
34,-55,15.5
-36,15,15.5
-36,-15,15.5
-36,25,15.5
-36,5,15.5
-36,-5,15.5
4,15,15.5
4,-15,15.5
4,25,15.5
4,-25,15.5
4,-35,15.5
44,15,15.5
44,-15,15.5
44,25,15.5
44,-25,15.5
44,-35,15.5
44,-45,15.5
44,5,15.5
44,-5,15.5
44,-55,15.5
4,5,15.5
4,-5,15.5
-46,15,15.5
-46,-15,15.5
-46,25,15.5
-46,5,15.5
-46,-5,15.5
54,15,15.5
54,-15,15.5
54,25,15.5
54,-25,15.5
54,-35,15.5
54,-45,15.5
54,5,15.5
54,-5,15.5
54,-55,15.5
54,-65,15.5
-56,15,15.5
-56,5,15.5
-56,-5,15.5
-6,15,15.5
-6,-15,15.5
-6,25,15.5
-6,-25,15.5
-6,-35,15.5
64,-15,15.5
64,-25,15.5
64,-35,15.5
64,-45,15.5
64,-55,15.5
64,-65,15.5
-6,5,15.5
-6,-5,15.5
-66,15,15.5
74,-35,15.5
74,-45,15.5
74,-55,15.5
74,-65,15.5
74,-75,15.5
84,-45,15.5
84,-55,15.5
84,-65,15.5
84,-75,15.5
94,-55,15.5
94,-65,15.5
94,-75,15.5
94,-85,15.5
102,-101,25.5
102,-51,25.5
102,-61,25.5
102,-71,25.5
102,-81,25.5
102,-91,25.5
-108,19,25.5
112,-101,25.5
112,-61,25.5
112,-71,25.5
112,-81,25.5
112,-91,25.5
12,-1,25.5
12,-11,25.5
12,19,25.5
12,-21,25.5
122,-101,25.5
122,-111,25.5
122,-71,25.5
122,-81,25.5
12,29,25.5
122,-91,25.5
12,-31,25.5
12,39,25.5
12,-41,25.5
12,-51,25.5
12,9,25.5
132,-101,25.5
132,-111,25.5
132,-91,25.5
142,-101,25.5
142,-111,25.5
-18,-1,25.5
-18,-11,25.5
-18,19,25.5
-18,-21,25.5
-18,29,25.5
-18,-31,25.5
-18,39,25.5
-18,-41,25.5
-18,9,25.5
2,-1,25.5
2,-11,25.5
2,19,25.5
2,-21,25.5
22,-1,25.5
22,-11,25.5
22,19,25.5
22,-21,25.5
22,29,25.5
22,-31,25.5
22,39,25.5
22,-41,25.5
22,-51,25.5
22,-61,25.5
2,29,25.5
22,9,25.5
2,-31,25.5
2,39,25.5
2,-41,25.5
2,-51,25.5
-28,-1,25.5
-28,-11,25.5
-28,19,25.5
-28,-21,25.5
-28,29,25.5
-28,-31,25.5
-28,39,25.5
-28,9,25.5
2,9,25.5
32,-1,25.5
32,-11,25.5
32,19,25.5
32,-21,25.5
32,29,25.5
32,-31,25.5
32,39,25.5
32,-41,25.5
32,-51,25.5
32,-61,25.5
32,9,25.5
-38,-1,25.5
-38,-11,25.5
-38,19,25.5
-38,-21,25.5
-38,29,25.5
-38,-31,25.5
-38,39,25.5
-38,9,25.5
42,-1,25.5
42,-11,25.5
42,19,25.5
42,-21,25.5
42,29,25.5
42,-31,25.5
42,39,25.5
42,-41,25.5
42,-51,25.5
42,-61,25.5
42,-71,25.5
42,9,25.5
-48,-1,25.5
-48,-11,25.5
-48,19,25.5
-48,-21,25.5
-48,29,25.5
-48,39,25.5
-48,9,25.5
52,-1,25.5
52,-11,25.5
52,19,25.5
52,-21,25.5
52,29,25.5
52,-31,25.5
52,39,25.5
52,-41,25.5
52,-51,25.5
52,-61,25.5
52,-71,25.5
52,9,25.5
-58,-1,25.5
-58,-11,25.5
-58,19,25.5
-58,-21,25.5
-58,29,25.5
-58,39,25.5
-58,9,25.5
62,-1,25.5
62,-11,25.5
62,19,25.5
62,-21,25.5
62,29,25.5
62,-31,25.5
62,39,25.5
62,-41,25.5
62,-51,25.5
62,-61,25.5
62,-71,25.5
62,-81,25.5
62,9,25.5
-68,-1,25.5
-68,-11,25.5
-68,19,25.5
-68,29,25.5
-68,39,25.5
-68,9,25.5
72,-1,25.5
72,-11,25.5
72,-21,25.5
