a,b,L
120.937078,-60.005449,5.500000
120.670239,-60.094584,5.500000
120.396113,-60.182236,5.500000
120.114810,-60.268453,5.500000
119.826432,-60.353280,5.500000
119.531072,-60.436763,5.500000
119.228818,-60.518944,5.500000
118.919747,-60.599865,5.500000
118.603933,-60.679566,5.500000
118.281442,-60.758086,5.500000
117.952333,-60.835463,5.500000
117.616660,-60.911734,5.500000
117.274472,-60.986936,5.500000
116.925813,-61.061103,5.500000
116.570720,-61.134269,5.500000
116.209223,-61.206467,5.500000
115.841350,-61.277729,5.500000
115.467122,-61.348085,5.500000
115.086555,-61.417565,5.500000
114.699661,-61.486199,5.500000
114.306446,-61.554014,5.500000
113.906912,-61.621039,5.500000
113.501056,-61.687301,5.500000
113.088872,-61.752827,5.500000
112.670348,-61.817642,5.500000
112.245468,-61.881772,5.500000
111.814213,-61.945243,5.500000
111.376560,-62.008080,5.500000
110.932481,-62.070307,5.500000
110.481944,-62.131949,5.500000
110.024915,-62.193030,5.500000
109.561354,-62.253575,5.500000
109.091220,-62.313607,5.500000
108.614466,-62.373151,5.500000
108.131043,-62.432231,5.500000
107.640899,-62.490871,5.500000
107.143978,-62.549095,5.500000
106.640220,-62.606928,5.500000
106.129564,-62.664393,5.500000
105.611943,-62.721516,5.500000
105.087291,-62.778321,5.500000
104.555535,-62.834834,5.500000
104.016602,-62.891080,5.500000
103.470417,-62.947085,5.500000
102.916901,-63.002875,5.500000
102.355975,-63.058477,5.500000
101.787557,-63.113919,5.500000
101.211565,-63.169228,5.500000
100.627919,-63.224432,5.500000
100.036535,-63.279560,5.500000
99.437336,-63.334643,5.500000
98.830243,-63.389710,5.500000
98.215182,-63.444792,5.500000
97.592082,-63.499922,5.500000
96.960879,-63.555132,5.500000
96.321518,-63.610454,5.500000
95.673950,-63.665925,5.500000
95.018142,-63.721577,5.500000
94.354075,-63.777448,5.500000
93.681749,-63.833574,5.500000
93.001190,-63.889991,5.500000
92.312454,-63.946738,5.500000
91.615637,-64.003853,5.500000
90.910883,-64.061375,5.500000
90.198408,-64.119344,5.500000
89.478520,-64.177798,5.500000
88.751675,-64.236776,5.500000
88.018609,-64.296317,5.500000
87.281621,-64.356462,5.500000
86.544132,-64.417244,5.500000
85.807252,-64.478675,5.500000
85.071659,-64.540757,5.500000
84.337857,-64.603490,5.500000
83.606249,-64.666873,5.500000
82.877162,-64.730899,5.500000
82.150862,-64.795562,5.500000
81.427572,-64.860854,5.500000
80.707475,-64.926764,5.500000
79.990720,-64.993282,5.500000
79.277430,-65.060395,5.500000
78.567704,-65.128092,5.500000
77.861620,-65.196359,5.500000
77.159238,-65.265181,5.500000
76.460605,-65.334546,5.500000
75.765752,-65.404437,5.500000
75.074699,-65.474840,5.500000
74.387456,-65.545739,5.500000
73.704025,-65.617120,5.500000
73.024398,-65.688965,5.500000
72.348564,-65.761260,5.500000
71.676504,-65.833987,5.500000
71.008195,-65.907132,5.500000
70.343609,-65.980677,5.500000
69.682716,-66.054606,5.500000
69.025481,-66.128903,5.500000
68.371868,-66.203552,5.500000
67.721840,-66.278536,5.500000
67.075356,-66.353839,5.500000
66.432374,-66.429444,5.500000
65.792854,-66.505334,5.500000
65.156752,-66.581495,5.500000
64.524024,-66.657908,5.500000
63.894628,-66.734558,5.500000
63.268520,-66.811428,5.500000
62.645655,-66.888501,5.500000
62.025991,-66.965762,5.500000
61.409483,-67.043194,5.500000
60.796090,-67.120781,5.500000
60.185769,-67.198505,5.500000
59.578478,-67.276351,5.500000
58.974175,-67.354302,5.500000
58.372822,-67.432342,5.500000
57.774378,-67.510455,5.500000
57.178804,-67.588623,5.500000
56.586064,-67.666831,5.500000
55.996120,-67.745063,5.500000
55.408938,-67.823301,5.500000
54.824482,-67.901529,5.500000
54.242720,-67.979731,5.500000
53.663620,-68.057890,5.500000
53.087149,-68.135990,5.500000
52.513280,-68.214014,5.500000
51.941983,-68.291947,5.500000
51.373230,-68.369771,5.500000
50.806995,-68.447470,5.500000
50.243253,-68.525027,5.500000
49.681981,-68.602427,5.500000
49.123155,-68.679653,5.500000
48.566753,-68.756689,5.500000
48.012756,-68.833517,5.500000
47.461143,-68.910124,5.500000
46.911897,-68.986491,5.500000
46.365001,-69.062603,5.500000
45.820438,-69.138445,5.500000
45.278193,-69.214000,5.500000
44.738254,-69.289252,5.500000
44.200607,-69.364185,5.500000
43.665240,-69.438785,5.500000
43.132144,-69.513036,5.500000
42.601307,-69.586922,5.500000
42.072723,-69.660428,5.500000
41.546384,-69.733539,5.500000
41.022282,-69.806240,5.500000
40.500414,-69.878516,5.500000
39.980774,-69.950354,5.500000
39.463359,-70.021738,5.500000
38.948167,-70.092654,5.500000
38.435196,-70.163088,5.500000
37.924446,-70.233026,5.500000
37.415917,-70.302456,5.500000
36.909610,-70.371363,5.500000
36.405527,-70.439734,5.500000
35.903671,-70.507557,5.500000
35.404046,-70.574819,5.500000
34.906655,-70.641507,5.500000
34.411504,-70.707611,5.500000
33.918597,-70.773118,5.500000
33.427941,-70.838017,5.500000
32.939541,-70.902297,5.500000
