"","Abidji","Agarabi","Amarakaeri","Ampeeli","Angaatiha","Apinayé","Arabela","Bahinemo","Bauzi","Berik","Bété","Bhili","Buglere","Campa","Candoshi","Cavineña","Cayapa","Chácobo","Chayahuita","Cofán","Colorado","Culina","Dyimini","Ejagam","Ese Ejja","Guahibo","Guambiano","Guarijío","Iduna","Ifugao","Iwam","Jicaque","Kalam","Kamano-Kafe","Kemtuik","Kokni","Konkomba","Kuku-Yalanji","Kuna","Kwerba","Lele","Mampruli","Maring","Martu-Wangka","Mawchi","Mayoruna","Menye","Mikasuki","Mundu","Múra Pirahá","Murle","Murrinh-Patha","Nafaanra","Ocaina","Papago","Patep","Paya","Podopa","Seri","Shipibo","Sirionó","Slave","Sursurunga","Tabla","Tacana","Tboli","Teribe","Ticuna","Tifal","Tlapanec","Tucano","Vagla","Vasavi","Waorani","Walpiri","Wobé","Yacouba","Yakan","Yaminahua","Yucuna","Zapotec"
"RKeK-3",0.140210224012289,0.0825576236350334,0.108772734850297,0.118646729572652,0.137313863661738,0.149492633782359,0.155526229801561,0.147421098590864,0.274946097562478,0.119559970721078,0.37597097238137,0.163918501332974,0.178715561116454,0.090450112765017,0.207746516159602,0.199146135120146,0.240049815260155,0.211595258915064,0.21043744865242,0.256922807495392,0.248281467208523,0.357142659044653,0.173305528684163,0.305624901924421,0.194627349443457,0.106975571278083,0.117793084799373,0.161028795227036,0.189795673292968,0.180543572342195,0.0719295149638053,0.255905841322483,0.162512749609399,0.130088803326239,0.153819364395529,0.131637722479539,0.306668127243165,0.084734928254631,0.181350333298394,0.31306959484031,0.129371548222956,0.104098324549098,0.0472256719643323,0.18089921760578,0.150554159244205,0.156437863590916,0.164823533123171,0.126858110951937,0.147777926024786,0.197653776626076,0.132597429655323,0.146170657508142,0.253058290950653,0.224207589184565,0.126323598401923,0.136166580339122,0.262576981574911,0.0908669287245083,0.184701576288613,0.187423580125266,0.193430894904546,0.0939031501117048,0.189432189332771,0.23647425791474,0.056178284076618,0.176341812760947,0.169367035962091,0.156593748459722,0.05953183634008,0.158597800168733,0.138033830094424,0.297386743459402,0.137135500469823,0.18732495940616,0.0342846559632487,0.370922178744062,0.25047538253694,0.142307883166313,0.177701916919582,0.176088969241939,0.168166848763898
