"","Abidji","Agarabi","Amarakaeri","Ampeeli","Angaatiha","Apinayé","Arabela","Bahinemo","Bauzi","Berik","Bété","Bhili","Buglere","Campa","Candoshi","Cavineña","Cayapa","Chácobo","Chayahuita","Cofán","Colorado","Culina","Dyimini","Ejagam","Ese Ejja","Guahibo","Guambiano","Guarijío","Iduna","Ifugao","Iwam","Jicaque","Kalam","Kamano-Kafe","Kemtuik","Kokni","Konkomba","Kuku-Yalanji","Kuna","Kwerba","Lele","Mampruli","Maring","Martu-Wangka","Mawchi","Mayoruna","Menye","Mikasuki","Mundu","Múra Pirahá","Murle","Murrinh-Patha","Nafaanra","Ocaina","Papago","Patep","Paya","Podopa","Seri","Shipibo","Sirionó","Slave","Sursurunga","Tabla","Tacana","Tboli","Teribe","Ticuna","Tifal","Tlapanec","Tucano","Vagla","Vasavi","Waorani","Walpiri","Wobé","Yacouba","Yakan","Yaminahua","Yucuna","Zapotec"
"COM3-6.1",0.147349734799058,0.213382689327152,0.263166759523338,0.189492457504175,0.272546364204562,0.239031143997887,0.151414906804898,0.336973061673888,0.359709208038437,0.292376960913945,0.199153885409979,0.22124591080507,0.268715871702087,0.076355386136117,0.268107592457863,0.226366814697901,0.238410279715845,0.30007921363487,0.261252023055073,0.292624755731972,0.367195125140583,0.226505914090982,0.32747460909869,0.245112107818953,0.26929790072836,0.165130752083398,0.355427073566093,0.360421606141429,0.331633983060261,0.240388061555053,0.231109762594358,0.329712729807261,0.282405305609369,0.30892340092058,0.307475792552793,0.240397012857564,0.244152798187342,0.115127570463759,0.190906556759484,0.242195700779385,0.262288812836516,0.221190595762568,0.124101204979918,0.306107628668678,0.257104664327673,0.335560034140518,0.23702925627537,0.222369483564191,0.131064048033785,0.34806507153731,0.276074015959353,0.164491125219472,0.227456721009303,0.335014925760348,0.177105430941476,0.314301262873102,0.293001684328869,0.207990263163579,0.280918009872383,0.263159811959727,0.275000968330591,0.246101944216769,0.336764915370788,0.308226521189881,0.136912237720299,0.345829325064805,0.251898536894686,0.296729350186304,0.048453962001121,0.209162293907642,0.251630078519606,0.326409485670213,0.274864362557494,0.25683157251576,0.112699062444984,0.302890626136576,0.220914028608461,0.322543395256967,0.376310824587839,0.31090082894776,0.29979452718923
"COM3-6.2",0.120544260184472,0.155880945892835,0.218688788728632,0.16574397292896,0.207293736218972,0.214310488698225,0.146961770525954,0.247237061362868,0.391350675834192,0.261596616721509,0.236159586204063,0.205247875338178,0.302229101079271,0.0834845220682043,0.257878038867828,0.18389063907282,0.261961985301959,0.299550814381721,0.176141196978397,0.317316609082381,0.342585359881485,0.217024931794947,0.2383638228769,0.240940698562226,0.220417338972856,0.156162426164311,0.204199196515685,0.230323478428939,0.265959982550649,0.233806129821983,0.149927519440991,0.274908520878877,0.248682707231219,0.234437492798708,0.218985145192068,0.232662764643084,0.277778861156083,0.123389485144502,0.173477181708479,0.257466037247459,0.199440402246366,0.150853963664882,0.0812908440578746,0.201714896263049,0.23397145489411,0.226505225836812,0.219024130880704,0.179298643183886,0.0953320379345627,0.311626706718567,0.211930989571752,0.155890699552931,0.212710983734346,0.279294598398813,0.158348450348009,0.275958925799484,0.221505249238684,0.14449918587292,0.18352359357509,0.212602622113341,0.258043324197782,0.134630575576314,0.244615568060037,0.232895145970985,0.122956198582009,0.265817756448767,0.231117098907118,0.181005994272932,0.0198747947347926,0.209601032639053,0.195850867775843,0.331868902343689,0.259344382810077,0.259198255601173,0.0663081790508793,0.265072216362989,0.221743526184973,0.25389793789002,0.268923247806343,0.250433212463891,0.288037623156636
"COM3-6.3",0.0934793508446261,0.133470989368214,0.177717853900351,0.126760428346514,0.190275689844423,0.235782819928297,0.148171276111888,0.211103635741949,0.293945169954804,0.180112783636037,0.251649527492922,0.232629561931729,0.236020970116273,0.0663241707704296,0.262755683428728,0.192589123676764,0.245317966736843,0.238661190205574,0.224488465648921,0.292418175509879,0.29091832489413,0.212124910375138,0.198007884396019,0.285711132018726,0.235460159595255,0.119101903212102,0.262826194754002,0.272859767194346,0.256734981535033,0.170767875420303,0.140938647336446,0.323886075657079,0.215294429499053,0.205158598707126,0.179662145951447,0.166749097371385,0.236999270269245,0.0820853606902103,0.189568882766051,0.236041607153768,0.168106830410733,0.127331207894402,0.0543914749948927,0.213005126234306,0.203755426575876,0.262023533943007,0.207748824761947,0.267607791036178,0.0919550987163069,0.295327073441296,0.220910665575325,0.11269766744612,0.234760556174978,0.307161671273601,0.265393105488337,0.245758021371554,0.218719457862396,0.123402787593131,0.233358091859602,0.243548505458408,0.231544541016229,0.230319110119934,0.219369887314183,0.211303272597517,0.121405708318269,0.241963408680498,0.259100674170903,0.234706938231937,0.0198379556347858,0.263069420791894,0.252426371231806,0.276220676014326,0.181926223153101,0.272857043510273,0.0563723404167114,0.336401661298216,0.241522594019546,0.296525031078682,0.24684734024163,0.302996154613693,0.281935768102246
"COM3-6.4",0.115176428283013,0.148817315009434,0.226522554554091,0.148495473050835,0.228076856290382,0.256340080536146,0.20366200882941,0.241852850141951,0.332815813224563,0.204553879783101,0.167334368658373,0.297843123538376,0.293378462835992,0.0669259089314061,0.338179425123692,0.274939033309983,0.255741471517178,0.258409766006877,0.312829754115933,0.379890461276057,0.32280230860836,0.270333106468979,0.215468511587199,0.208247435782738,0.29434829901781,0.134946454492543,0.259292257384433,0.345376628214388,0.293769684578287,0.1643830269512,0.200325898347,0.326931561740649,0.208533818141326,0.222474468902062,0.190190476105054,0.213337084984941,0.194805796088004,0.106332830210447,0.22011293377148,0.210081466561133,0.247689864606488,0.146061364313565,0.0834148207228799,0.25468251286025,0.290233495356371,0.281232218940515,0.295228098294304,0.33885853814246,0.111093713334283,0.285929169237539,0.352468255246833,0.117321168359727,0.232768039487982,0.421341011718118,0.301855849537706,0.266251890120285,0.296994875847531,0.151520912362287,0.311415428283082,0.303395554380236,0.286974913076688,0.205570021931543,0.28785546990418,0.285820007490758,0.141161141365988,0.29972855898857,0.242855167507374,0.307824392068053,0.0208729041413738,0.317628037800714,0.294479643209313,0.275376210406987,0.25829150157511,0.295782022116141,0.0645911677220587,0.219311061553726,0.212541897649547,0.292606928102287,0.316123244596642,0.342655638376733,0.399685921177602
"COM3-6.5",0.0802747185563117,0.0926818662867712,0.195284327910973,0.123086832238477,0.190887180545697,0.194750955155766,0.134832399215479,0.179942033200518,0.30850277996178,0.186902911627603,0.146521076421727,0.21812635184749,0.263385955638539,0.0560682462071193,0.245219808378189,0.188744633648522,0.215809367612299,0.224999131965886,0.294737148532817,0.289666462049015,0.283885151602775,0.161487739431728,0.16201653478158,0.161721610204258,0.214421907277872,0.0997801868874288,0.192975259851529,0.28341070162295,0.256585756538038,0.117178941474908,0.192271269326689,0.222804114925534,0.154110888908905,0.171161181011292,0.180352762498909,0.178733416572728,0.155056471749762,0.0729128358446843,0.171231964099809,0.148886073728656,0.179053963897663,0.1012547176045,0.0884702173756024,0.156376945708257,0.240080038717458,0.277426438306195,0.219115003626068,0.252955741377363,0.0677573624888164,0.28646962736478,0.280253839247938,0.0878136654474492,0.167061458225639,0.299279797655996,0.288376615221425,0.245941678191552,0.22117771061857,0.103118777134817,0.222821167373558,0.217287443865042,0.231697293850097,0.170999668666249,0.254663547091217,0.226853719505239,0.147711377761578,0.264091172529135,0.149261855875956,0.251763297304813,0.0338071703594947,0.216530120607999,0.209223189925982,0.209910739078438,0.220597848213091,0.197986522274197,0.0563886685505707,0.185882491529723,0.143102948991941,0.212711230357326,0.278990601445314,0.278452293911504,0.346190851037688
"COM3-6.6",0.114998788504861,0.202846026895619,0.259707128944055,0.178829148733045,0.223548091437412,0.23011787749774,0.173690537440772,0.327862272232174,0.32568099534346,0.257377927721867,0.30896640573884,0.217581166214031,0.26299516109447,0.0760565672377922,0.344291597186563,0.279998446400984,0.262175306074022,0.283303587940576,0.325096470884939,0.282219950395099,0.339559004733169,0.308878278149512,0.307082520166751,0.340803353363645,0.261556216024096,0.157154646967272,0.378937574812509,0.325825512928459,0.295191894484254,0.263854566253684,0.154125229636414,0.342581270399467,0.308755271124067,0.292361777903297,0.259798605015222,0.236237412093865,0.297108478835798,0.100616798744432,0.208674802630127,0.289562367022166,0.201732707135849,0.175888749483632,0.0821835193427819,0.288160971783187,0.227148631825081,0.271387622757307,0.222689263266404,0.232145557693366,0.117819544980611,0.316876652093473,0.245744875661742,0.150776793852896,0.294475561962399,0.308500275698983,0.182047613615886,0.329539928527647,0.266253926872027,0.162448508661444,0.294652523671863,0.261952262325119,0.294819969730555,0.272087656919803,0.279055850819254,0.292142627583213,0.14146216933932,0.275463828437727,0.328413453994488,0.28128046772727,0.0325648729570772,0.217842223957136,0.272190503327628,0.406373461871802,0.225501376049877,0.286425687040594,0.0878263745314916,0.36241258004765,0.284555627334075,0.374005761004636,0.2950016423464,0.304291175317937,0.261330378923795
"COM3-6.7",0.124470364153722,0.215755301777087,0.268967740600786,0.20387709991994,0.235136377174397,0.218160944304285,0.151761006733878,0.352513694609654,0.355254509356576,0.258135179750214,0.204257779238247,0.216756929433187,0.295164379113151,0.062862549562271,0.286702021088142,0.247616111118991,0.249135543986767,0.241290316958936,0.265180998100853,0.295500683034237,0.382348313424567,0.260536190000985,0.278261487124208,0.236540147050734,0.292594866076134,0.157543180702037,0.344534597566374,0.298656208780881,0.356667894224066,0.232399434821944,0.199047124129676,0.341411484550058,0.314902812438379,0.32846869697683,0.288534506868986,0.273043961970928,0.235103927204383,0.101531451758024,0.195277973096183,0.218107230066722,0.261398478280527,0.168422794289199,0.0885918101178945,0.253832486486953,0.257187170607197,0.250497815494037,0.220313255121677,0.216926440956034,0.129187913016508,0.266651952390566,0.21023127840628,0.154504740978265,0.242957584887978,0.308954764131203,0.172720745689292,0.360196433687888,0.307947299679284,0.187239981313908,0.310695119189258,0.273390963348603,0.242580491152694,0.257031080260015,0.281018562659526,0.30794109806039,0.170900461110026,0.343453250524874,0.287749832237889,0.270476449515025,0.0410156870772312,0.21240716823151,0.230653612825764,0.318740294981514,0.278639642769268,0.218705876192977,0.117419439186222,0.288422650429877,0.201474058728982,0.325481241883053,0.303047398659181,0.307269543412325,0.288515956749019
"COM3-6.8",0.146452779319299,0.169120265858162,0.217557410739884,0.196463206573307,0.22456579053354,0.156022078842757,0.0979801623836318,0.261011721060665,0.290913319125393,0.270151993201004,0.219647343898469,0.1610901226832,0.233562323259212,0.0989030544707828,0.231053886290307,0.155973742145242,0.187482373078172,0.230284704212508,0.22341419557104,0.227318201002961,0.280899410395298,0.240714212482356,0.342457988682214,0.20698649526187,0.184703961036179,0.154388342807228,0.226503106887791,0.24793992924882,0.23295867704657,0.277754055835991,0.14505630204677,0.232793502537021,0.217745795212309,0.213133197079521,0.288063985082299,0.197419174636912,0.297318961010193,0.121981100849208,0.138644338714597,0.250435515158003,0.226432501685951,0.208130178787001,0.100861048895456,0.273262094682227,0.196250778193665,0.230049703629914,0.165051716060683,0.159222800658199,0.122057871746213,0.279888149059741,0.214677085034027,0.198374289099589,0.179353599911341,0.257045625361026,0.164907982854433,0.252429849618903,0.183613446277155,0.178469830099917,0.166491294524458,0.176431230318139,0.247500730556637,0.165995143457475,0.244584211083449,0.228798050922426,0.0925384096538682,0.260140795820945,0.189724006919308,0.199450353006386,0.0540928284144347,0.17040598384889,0.193081152104195,0.369658034286414,0.218458298506595,0.198660702866286,0.0822647228294559,0.267688798184518,0.182414193665829,0.249738708464901,0.283742301857703,0.235267211698524,0.262367381382144
"COM3-6.9",0.123356991514254,0.196400280630406,0.274236445345748,0.205641925592817,0.239941100915619,0.197285942429594,0.115308035597911,0.349106224975511,0.349395174173961,0.303376592062642,0.167120389498431,0.174423325096444,0.249653953424513,0.0705817068879783,0.296352066138378,0.230407820811827,0.230442630320686,0.270945901341067,0.310929169144599,0.25057930007206,0.369255986436939,0.223401135987068,0.297755352549375,0.193981881836262,0.242017160342593,0.162691760642782,0.343318351828707,0.309410882036884,0.30980665436703,0.233241924788832,0.216403344171424,0.298498970580746,0.287750848093465,0.302430461517439,0.323563927061366,0.22535990314371,0.229107004704145,0.0977727038962632,0.170869368115313,0.213824062602941,0.223947809407317,0.191452915203218,0.124577738373835,0.238054749161489,0.217936770631474,0.269217068089705,0.190031933202958,0.197297178705128,0.0771132933237091,0.299630149557838,0.235581530200566,0.159768057397002,0.192052565811053,0.286006118830607,0.156750620592713,0.34533747040241,0.27360926503159,0.182239268288946,0.279344538375756,0.246238229531469,0.273648692224407,0.220871427764392,0.312178962569107,0.30429291004768,0.120973657283187,0.317787296449049,0.243578690413377,0.277950328419981,0.041934150579076,0.17071326479451,0.207642844332882,0.307544607653136,0.247182694636038,0.219920609943347,0.127783968868088,0.234411149878147,0.162642224149176,0.267949963872307,0.350708425356393,0.301230802812678,0.271460873628299
"COM3-6.10",0.107937725635269,0.129992810508996,0.180078531265236,0.137022608410619,0.175477458110508,0.193817366845904,0.140736603533061,0.210914761118207,0.279491499400447,0.16666582367995,0.223391066176285,0.217695297900104,0.233983163016051,0.0724657668906204,0.222254456024195,0.167781340977065,0.2347426030093,0.212265895308904,0.238816302719801,0.280742274080412,0.276064971864425,0.235850468096236,0.199011857628785,0.222389242808187,0.237192718128676,0.136749501044664,0.198631197679349,0.245185214815837,0.224095388144731,0.167699323600783,0.130063109818859,0.268130069363787,0.190294170584242,0.194418542057912,0.17536409438717,0.174016091919705,0.234204028359847,0.0939592531829325,0.20230305993112,0.220786455275734,0.165569807244202,0.135588454513211,0.0631276683631497,0.234926688094577,0.20080866745169,0.226201299221112,0.195498649838271,0.23976929110071,0.110846208763739,0.258313568082734,0.225244718077179,0.124723551455678,0.186241178117924,0.29401262616988,0.236275562805508,0.253509838772046,0.220100553700702,0.128593260395055,0.209470706253292,0.212014007283012,0.224237809916913,0.175912269101872,0.217960837723738,0.214031679953417,0.10685581354545,0.244507791012877,0.210742808710021,0.202887791397897,0.0292972659112652,0.247655482034419,0.20689689100479,0.271866219230606,0.189854846845372,0.23879564785805,0.0546747987545478,0.260343653642087,0.188963454088205,0.234192471021808,0.210227301349589,0.257935975808451,0.305097047542875
