"","Abidji","Agarabi","Amarakaeri","Ampeeli","Angaatiha","Apinayé","Arabela","Bahinemo","Bauzi","Berik","Bété","Bhili","Buglere","Campa","Candoshi","Cavineña","Cayapa","Chácobo","Chayahuita","Cofán","Colorado","Culina","Dyimini","Ejagam","Ese Ejja","Guahibo","Guambiano","Guarijío","Iduna","Ifugao","Iwam","Jicaque","Kalam","Kamano-Kafe","Kemtuik","Kokni","Konkomba","Kuku-Yalanji","Kuna","Kwerba","Lele","Mampruli","Maring","Martu-Wangka","Mawchi","Mayoruna","Menye","Mikasuki","Mundu","Múra Pirahá","Murle","Murrinh-Patha","Nafaanra","Ocaina","Papago","Patep","Paya","Podopa","Seri","Shipibo","Sirionó","Slave","Sursurunga","Tabla","Tacana","Tboli","Teribe","Ticuna","Tifal","Tlapanec","Tucano","Vagla","Vasavi","Waorani","Walpiri","Wobé","Yacouba","Yakan","Yaminahua","Yucuna","Zapotec"
"RKeK-6",0.623634633609044,0.705184230410587,0.563441770597258,0.849738494377921,0.673266742060419,0.406771853793354,0.455213139921424,0.611286412682866,0.525430132472002,0.633632543985284,0.34799626985597,0.396096463821656,0.543483739754031,0.872828678474114,0.363281483551096,0.27054123010978,0.523683821685858,0.474166796957783,0.232960121524834,0.475673177965771,0.556514822029296,0.434698257922626,0.48934504664015,0.268629252158116,0.420611801727577,0.812092355624103,0.352814607723655,0.332945456567072,0.501843317009009,0.575904848657875,0.488149273625721,0.415064137281123,0.658020042108433,0.590289299033126,0.670203120026561,0.67136863807519,0.453499434836329,0.893750897232369,0.555432991021354,0.429803132480197,0.504048125148102,0.584145299781672,0.690693555991996,0.498468826747673,0.527892926148245,0.296445241119853,0.456101653705082,0.281109760754468,0.417553100719116,0.400560049619957,0.358427892233472,0.86308205211337,0.225066908171925,0.458815374541691,0.201874531956553,0.512222278470923,0.36682880457588,0.628388854211312,0.276620056129215,0.38727645030783,0.605715944729919,0.27956543558522,0.473013810304523,0.523770761108157,0.401363597117462,0.564793506886057,0.512252105985062,0.340739768063111,0.813702163212671,0.413672260562848,0.269503115980153,0.451558802729853,0.643107331544421,0.373157397615028,0.726044186262461,0.293006058703098,0.255738265641396,0.396833930886476,0.484136007862278,0.381723903708072,0.433331700476324
