"RKK-4","0","A","t1"
"RKK-4","0","B","t1"
"RKK-4","1","B","t1"
"RKK-4","2","B","t1"
"RKK-4","3","B","t1"
"RKK-4","4","B","t1"
"RKK-4","5","B","t1"
"RKK-4","6","B","t1"
"RKK-4","7","B","t1"
"RKK-4","8","B","t1"
"RKK-4","9","B","t1"
"RKK-4","10","B","t2"
"RKK-4","11","B","t2"
"RKK-4","12","B","t2"
"RKK-4","13","B","t2"
"RKK-4","14","B","t1"
"RKK-4","15","B","t1"
"RKK-4","16","B","t1"
"RKK-4","17","B","t1"
"RKK-4","18","B","t1"
"RKK-4","19","B","t1"
"RKK-4","20","B","t1"
"RKK-4","21","B","t1"
"RKK-4","22","B","t1"
"RKK-4","23","B","t1"
"RKK-4","24","B","t1"
"RKK-4","25","B","t1"
"RKK-4","26","B","t1"
"RKK-4","27","B","t1"
"RKK-4","28","B","t1"
"RKK-4","29","B","t1"
"RKK-4","30","B","t1"
"RKK-4","31","B","t1"
"RKK-4","32","B","t1"
"RKK-4","33","B","t1"
"RKK-4","34","B","t1"
"RKK-4","35","B","t1"
"RKK-4","36","B","t1"
"RKK-4","37","B","t1"
"RKK-4","38","B","t1"
"RKK-4","39","B","t1"
"RKK-4","40","B","t1"
"RKK-4","0","C","t1"
"RKK-4","1","C","t1"
"RKK-4","2","C","t1"
"RKK-4","3","C","t1"
"RKK-4","4","C","t1"
"RKK-4","5","C","t1"
"RKK-4","6","C","t1"
"RKK-4","7","C","t2"
"RKK-4","8","C","t2"
"RKK-4","9","C","t2"
"RKK-4","10","C","t2"
"RKK-4","11","C","t2"
"RKK-4","12","C","t2"
"RKK-4","13","C","t2"
"RKK-4","14","C","t2"
"RKK-4","15","C","t2"
"RKK-4","16","C","t2"
"RKK-4","17","C","t2"
"RKK-4","18","C","t1"
"RKK-4","19","C","t1"
"RKK-4","20","C","t1"
"RKK-4","21","C","t1"
"RKK-4","22","C","t1"
"RKK-4","23","C","t1"
"RKK-4","24","C","t1"
"RKK-4","25","C","t1"
"RKK-4","26","C","t1"
"RKK-4","27","C","t1"
"RKK-4","28","C","t1"
"RKK-4","29","C","t1"
"RKK-4","30","C","t1"
"RKK-4","31","C","t1"
"RKK-4","32","C","t1"
"RKK-4","33","C","t1"
"RKK-4","34","C","t1"
"RKK-4","35","C","t1"
"RKK-4","36","C","t1"
"RKK-4","37","C","t1"
"RKK-4","38","C","t1"
"RKK-4","39","C","t1"
"RKK-4","40","C","t1"
"RKK-4","0","D","t1"
"RKK-4","1","D","t1"
"RKK-4","2","D","t1"
"RKK-4","3","D","t2"
"RKK-4","4","D","t2"
"RKK-4","5","D","t2"
"RKK-4","6","D","t2"
"RKK-4","7","D","t2"
"RKK-4","8","D","t2"
"RKK-4","9","D","t2"
"RKK-4","10","D","t2"
"RKK-4","11","D","t2"
"RKK-4","12","D","t2"
"RKK-4","13","D","t2"
"RKK-4","14","D","t2"
"RKK-4","15","D","t2"
"RKK-4","16","D","t2"
"RKK-4","17","D","t3"
"RKK-4","18","D","t3"
"RKK-4","19","D","t3"
"RKK-4","20","D","t3"
"RKK-4","21","D","t3"
"RKK-4","22","D","t3"
"RKK-4","23","D","t1"
"RKK-4","24","D","t1"
"RKK-4","25","D","t1"
"RKK-4","26","D","t1"
"RKK-4","27","D","t1"
"RKK-4","28","D","t1"
"RKK-4","29","D","t1"
"RKK-4","30","D","t1"
"RKK-4","31","D","t1"
"RKK-4","32","D","t1"
"RKK-4","33","D","t1"
"RKK-4","34","D","t1"
"RKK-4","35","D","t1"
"RKK-4","36","D","t1"
"RKK-4","37","D","t4"
"RKK-4","38","D","t4"
"RKK-4","39","D","t1"
"RKK-4","40","D","t1"
"RKK-4","0","E","t1"
"RKK-4","1","E","t4"
"RKK-4","2","E","t4"
"RKK-4","3","E","t2"
"RKK-4","4","E","t2"
"RKK-4","5","E","t2"
"RKK-4","6","E","t2"
"RKK-4","7","E","t2"
"RKK-4","8","E","t2"
"RKK-4","9","E","t2"
"RKK-4","10","E","t2"
"RKK-4","11","E","t2"
"RKK-4","12","E","t2"
"RKK-4","13","E","t2"
"RKK-4","14","E","t2"
"RKK-4","15","E","t2"
"RKK-4","16","E","t2"
"RKK-4","17","E","t3"
"RKK-4","18","E","t3"
"RKK-4","19","E","t3"
"RKK-4","20","E","t3"
"RKK-4","21","E","t3"
"RKK-4","22","E","t3"
"RKK-4","23","E","t3"
"RKK-4","24","E","t3"
"RKK-4","25","E","t3"
"RKK-4","26","E","t3"
"RKK-4","27","E","t1"
"RKK-4","28","E","t4"
"RKK-4","29","E","t4"
"RKK-4","30","E","t4"
"RKK-4","31","E","t4"
"RKK-4","32","E","t4"
"RKK-4","33","E","t4"
"RKK-4","34","E","t4"
"RKK-4","35","E","t4"
"RKK-4","36","E","t4"
"RKK-4","37","E","t4"
"RKK-4","38","E","t4"
"RKK-4","39","E","t4"
"RKK-4","40","E","t4"
"RKK-4","0","F","t1"
"RKK-4","1","F","t4"
"RKK-4","2","F","t4"
"RKK-4","3","F","t2"
"RKK-4","4","F","t2"
"RKK-4","5","F","t2"
"RKK-4","6","F","t2"
"RKK-4","7","F","t2"
"RKK-4","8","F","t2"
"RKK-4","9","F","t2"
"RKK-4","10","F","t2"
"RKK-4","11","F","t2"
"RKK-4","12","F","t2"
"RKK-4","13","F","t2"
"RKK-4","14","F","t2"
"RKK-4","15","F","t2"
"RKK-4","16","F","t2"
"RKK-4","17","F","t3"
"RKK-4","18","F","t3"
"RKK-4","19","F","t3"
"RKK-4","20","F","t3"
"RKK-4","21","F","t3"
"RKK-4","22","F","t3"
"RKK-4","23","F","t3"
"RKK-4","24","F","t3"
"RKK-4","25","F","t3"
"RKK-4","26","F","t3"
"RKK-4","27","F","t3"
"RKK-4","28","F","t4"
"RKK-4","29","F","t4"
"RKK-4","30","F","t4"
"RKK-4","31","F","t4"
"RKK-4","32","F","t4"
"RKK-4","33","F","t4"
"RKK-4","34","F","t4"
"RKK-4","35","F","t4"
"RKK-4","36","F","t4"
"RKK-4","37","F","t4"
"RKK-4","38","F","t4"
"RKK-4","39","F","t4"
"RKK-4","40","F","t4"
"RKK-4","0","G","t3"
"RKK-4","1","G","t4"
"RKK-4","2","G","t4"
"RKK-4","3","G","t2"
"RKK-4","4","G","t2"
"RKK-4","5","G","t2"
"RKK-4","6","G","t2"
"RKK-4","7","G","t2"
"RKK-4","8","G","t2"
"RKK-4","9","G","t2"
"RKK-4","10","G","t2"
"RKK-4","11","G","t2"
"RKK-4","12","G","t2"
"RKK-4","13","G","t2"
"RKK-4","14","G","t2"
"RKK-4","15","G","t2"
"RKK-4","16","G","t3"
"RKK-4","17","G","t3"
"RKK-4","18","G","t3"
"RKK-4","19","G","t3"
"RKK-4","20","G","t3"
