"RKeK-6","0","A","t1"
"RKeK-6","0","B","t1"
"RKeK-6","1","B","t1"
"RKeK-6","2","B","t1"
"RKeK-6","3","B","t1"
"RKeK-6","4","B","t1"
"RKeK-6","5","B","t1"
"RKeK-6","6","B","t1"
"RKeK-6","7","B","t1"
"RKeK-6","8","B","t1"
"RKeK-6","9","B","t1"
"RKeK-6","10","B","t2"
"RKeK-6","11","B","t2"
"RKeK-6","12","B","t2"
"RKeK-6","13","B","t2"
"RKeK-6","14","B","t1"
"RKeK-6","15","B","t1"
"RKeK-6","16","B","t1"
"RKeK-6","17","B","t1"
"RKeK-6","18","B","t1"
"RKeK-6","19","B","t1"
"RKeK-6","20","B","t1"
"RKeK-6","21","B","t1"
"RKeK-6","22","B","t1"
"RKeK-6","23","B","t1"
"RKeK-6","24","B","t1"
"RKeK-6","25","B","t1"
"RKeK-6","26","B","t1"
"RKeK-6","27","B","t1"
"RKeK-6","28","B","t1"
"RKeK-6","29","B","t1"
"RKeK-6","30","B","t1"
"RKeK-6","31","B","t1"
"RKeK-6","32","B","t1"
"RKeK-6","33","B","t1"
"RKeK-6","34","B","t1"
"RKeK-6","35","B","t1"
"RKeK-6","36","B","t1"
"RKeK-6","37","B","t1"
"RKeK-6","38","B","t1"
"RKeK-6","39","B","t1"
"RKeK-6","40","B","t1"
"RKeK-6","0","C","t1"
"RKeK-6","1","C","t1"
"RKeK-6","2","C","t1"
"RKeK-6","3","C","t1"
"RKeK-6","4","C","t1"
"RKeK-6","5","C","t1"
"RKeK-6","6","C","t1"
"RKeK-6","7","C","t2"
"RKeK-6","8","C","t2"
"RKeK-6","9","C","t2"
"RKeK-6","10","C","t2"
"RKeK-6","11","C","t2"
"RKeK-6","12","C","t2"
"RKeK-6","13","C","t2"
"RKeK-6","14","C","t2"
"RKeK-6","15","C","t2"
"RKeK-6","16","C","t3"
"RKeK-6","17","C","t3"
"RKeK-6","18","C","t3"
"RKeK-6","19","C","t3"
"RKeK-6","20","C","t3"
"RKeK-6","21","C","t3"
"RKeK-6","22","C","t1"
"RKeK-6","23","C","t1"
"RKeK-6","24","C","t1"
"RKeK-6","25","C","t1"
"RKeK-6","26","C","t1"
"RKeK-6","27","C","t1"
"RKeK-6","28","C","t1"
"RKeK-6","29","C","t1"
"RKeK-6","30","C","t1"
"RKeK-6","31","C","t1"
"RKeK-6","32","C","t1"
"RKeK-6","33","C","t1"
"RKeK-6","34","C","t1"
"RKeK-6","35","C","t1"
"RKeK-6","36","C","t1"
"RKeK-6","37","C","t1"
