2014-04-02 21:25:24.167290,0,A,t0
2014-04-02 21:25:24.167290,0,B,t0
2014-04-02 21:25:24.167290,1,B,t0
2014-04-02 21:25:24.167290,2,B,t0
2014-04-02 21:25:24.167290,3,B,t0
2014-04-02 21:25:24.167290,4,B,t0
2014-04-02 21:25:24.167290,5,B,t0
2014-04-02 21:25:24.167290,6,B,t1
2014-04-02 21:25:24.167290,7,B,t1
2014-04-02 21:25:24.167290,8,B,t1
2014-04-02 21:25:24.167290,9,B,t1
2014-04-02 21:25:24.167290,10,B,t1
2014-04-02 21:25:24.167290,11,B,t1
2014-04-02 21:25:24.167290,12,B,t1
2014-04-02 21:25:24.167290,13,B,t1
2014-04-02 21:25:24.167290,14,B,t1
2014-04-02 21:25:24.167290,15,B,t1
2014-04-02 21:25:24.167290,16,B,t1
2014-04-02 21:25:24.167290,17,B,t0
2014-04-02 21:25:24.167290,18,B,t0
2014-04-02 21:25:24.167290,19,B,t0
2014-04-02 21:25:24.167290,20,B,t0
2014-04-02 21:25:24.167290,21,B,t0
2014-04-02 21:25:24.167290,22,B,t0
2014-04-02 21:25:24.167290,23,B,t0
2014-04-02 21:25:24.167290,24,B,t0
2014-04-02 21:25:24.167290,25,B,t0
2014-04-02 21:25:24.167290,26,B,t0
2014-04-02 21:25:24.167290,27,B,t0
2014-04-02 21:25:24.167290,28,B,t0
2014-04-02 21:25:24.167290,29,B,t0
2014-04-02 21:25:24.167290,30,B,t0
2014-04-02 21:25:24.167290,31,B,t0
2014-04-02 21:25:24.167290,32,B,t0
2014-04-02 21:25:24.167290,33,B,t0
2014-04-02 21:25:24.167290,34,B,t0
2014-04-02 21:25:24.167290,35,B,t0
2014-04-02 21:25:24.167290,36,B,t0
2014-04-02 21:25:24.167290,37,B,t0
2014-04-02 21:25:24.167290,38,B,t0
2014-04-02 21:25:24.167290,39,B,t0
2014-04-02 21:25:24.167290,40,B,t0
2014-04-02 21:25:24.167290,0,C,t0
2014-04-02 21:25:24.167290,1,C,t0
2014-04-02 21:25:24.167290,2,C,t1
2014-04-02 21:25:24.167290,3,C,t1
2014-04-02 21:25:24.167290,4,C,t1
2014-04-02 21:25:24.167290,5,C,t1
2014-04-02 21:25:24.167290,6,C,t1
2014-04-02 21:25:24.167290,7,C,t1
2014-04-02 21:25:24.167290,8,C,t1
2014-04-02 21:25:24.167290,9,C,t1
2014-04-02 21:25:24.167290,10,C,t1
2014-04-02 21:25:24.167290,11,C,t1
2014-04-02 21:25:24.167290,12,C,t1
2014-04-02 21:25:24.167290,13,C,t1
2014-04-02 21:25:24.167290,14,C,t1
2014-04-02 21:25:24.167290,15,C,t1
2014-04-02 21:25:24.167290,16,C,t1
2014-04-02 21:25:24.167290,17,C,t1
2014-04-02 21:25:24.167290,18,C,t1
2014-04-02 21:25:24.167290,19,C,t0
2014-04-02 21:25:24.167290,20,C,t0
2014-04-02 21:25:24.167290,21,C,t0
2014-04-02 21:25:24.167290,22,C,t0
2014-04-02 21:25:24.167290,23,C,t0
2014-04-02 21:25:24.167290,24,C,t0
2014-04-02 21:25:24.167290,25,C,t0
2014-04-02 21:25:24.167290,26,C,t0
2014-04-02 21:25:24.167290,27,C,t0
2014-04-02 21:25:24.167290,28,C,t0
2014-04-02 21:25:24.167290,29,C,t0
2014-04-02 21:25:24.167290,30,C,t0
2014-04-02 21:25:24.167290,31,C,t0
2014-04-02 21:25:24.167290,32,C,t0
2014-04-02 21:25:24.167290,33,C,t0
2014-04-02 21:25:24.167290,34,C,t0
2014-04-02 21:25:24.167290,35,C,t0
2014-04-02 21:25:24.167290,36,C,t0
2014-04-02 21:25:24.167290,37,C,t0
2014-04-02 21:25:24.167290,38,C,t0
2014-04-02 21:25:24.167290,39,C,t0
2014-04-02 21:25:24.167290,40,C,t0
2014-04-02 21:25:24.167290,0,D,t0
2014-04-02 21:25:24.167290,1,D,t2
2014-04-02 21:25:24.167290,2,D,t2
2014-04-02 21:25:24.167290,3,D,t2
2014-04-02 21:25:24.167290,4,D,t2
2014-04-02 21:25:24.167290,5,D,t2
2014-04-02 21:25:24.167290,6,D,t2
2014-04-02 21:25:24.167290,7,D,t2
