"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"CO7.6",0.150492147885854,0.166337411740748,0.111661518745629,0.172073963896295,0.0784900012712054,0.353169060479964,0.297798419221944,0.147642762309958,0.318500538440121,0.135500505312972,0.359495314609124,0.0904103172140179,0.0776198465212801,0.152366655060749,0.22116091780036,0.120679254443112,0.310317541065483,0.040273698572888,0.0847607914292168,0.293269813127359
"CO7.7",0.14812498796076,0.167444027207978,0.113321984081541,0.171724025013397,0.075329724012465,0.348901918857507,0.282401590755709,0.15116862860758,0.311874068513834,0.132718786087486,0.355249104144286,0.0881957213747805,0.0794583943831878,0.152270957919176,0.230669568511076,0.121337139257503,0.321989964461059,0.0397822760011738,0.086982522094252,0.296656594054098
"CO7.8",0.135166748480169,0.192601150075677,0.120180500908811,0.174718605749553,0.0774380663841013,0.39643600217355,0.321397088883521,0.173819457085558,0.337809616049859,0.142388957335411,0.36990905414726,0.101512702239047,0.106285555936324,0.148800023203488,0.213135594848263,0.120515386402031,0.328503611048655,0.0348127514003897,0.0769000486224832,0.298518030270253
"CO7.9",0.130561683205216,0.192956021945786,0.110992391712372,0.174064722562524,0.0704182585184017,0.322189289092721,0.310371046286745,0.166287968911378,0.317946925249446,0.128340986331653,0.339210994828112,0.0919034426220779,0.0921690525078296,0.126343525618041,0.210908472083122,0.126357147544985,0.317633003094556,0.0334459544589827,0.0795955647329975,0.289135628134897
"CO7.10",0.139527633050597,0.192572917880447,0.126913265876303,0.192159898646273,0.0749485855365494,0.36997955293531,0.304413825367755,0.177967157893188,0.358905703826798,0.133636577832159,0.3772703995256,0.110656668752673,0.0978103093118903,0.132046898088121,0.233331989802818,0.123403260490745,0.348626011770685,0.0354263898129091,0.0878751997625015,0.313221053350789
"CO8.1",0.158738584065915,0.189615165562167,0.126979341575477,0.20775641638954,0.077533025019619,0.362996334172112,0.287504192016231,0.183606168390747,0.346159269372769,0.138988575239648,0.381500885661493,0.106876736105768,0.0959495289788879,0.126077448970148,0.212421324480211,0.13713868788313,0.3510667492,0.0421160597835557,0.0998652413418507,0.314429549223725
"CO8.2",0.138031668237855,0.181251797090279,0.135341948379562,0.19144180595879,0.0780598332305782,0.414405411097989,0.299145750809661,0.172697591762833,0.344099571605145,0.148715856130142,0.379458588028573,0.0990522418991554,0.106575229530207,0.157284417956158,0.203499531926961,0.136274167627008,0.348275424142024,0.0469433587606254,0.0837485279841672,0.308354846581815
"CO8.3",0.130970922161344,0.143917671137171,0.0947852846931972,0.141493694325529,0.064534212103054,0.346090619890074,0.281668846541627,0.144085673737967,0.2787806957057,0.112450917257578,0.337527315893208,0.080300906094642,0.0796792618143511,0.135347703142102,0.186223973235761,0.0986405868527692,0.281764852671867,0.0293620392526075,0.0669447824790902,0.245690202244155
"CO8.4",0.136625225980747,0.15309931065487,0.118170376850751,0.179778539429396,0.0714003813102807,0.35253925378067,0.262976640782355,0.164172929019244,0.310629504708072,0.13628742683765,0.365367337397762,0.0929895449725667,0.100451782319203,0.149714009754085,0.194164026466462,0.112569067705746,0.322017665561012,0.0476671495134566,0.0821669143746961,0.285448434825442
"CO8.5",0.128009214610303,0.175643816296028,0.121418436686985,0.186417266485859,0.0703796409075342,0.424059562140929,0.258897031963692,0.184937659202471,0.333576691279408,0.137730945128635,0.389623910894505,0.0979668658128946,0.0859052909461631,0.157874145653226,0.212169983603698,0.117780792989251,0.341664069214028,0.0442963328986314,0.0814148164405245,0.301206847831638
"CO8.6",0.134081340204109,0.162591582806819,0.10374487543912,0.162257821858966,0.0619336890060456,0.366295548737217,0.273361551378315,0.157515790280955,0.294520182065809,0.109483419972225,0.350730515871141,0.083149966904817,0.0864393404190733,0.126554666018691,0.220537427783004,0.111618338088374,0.303408669742325,0.0318358610295865,0.0811042271645372,0.264966789242933
"CO8.7",0.153666026500592,0.174876693022583,0.131506092028453,0.17486263507324,0.0706275925863543,0.35605213881383,0.288578527677611,0.177644812245738,0.329468668507248,0.13608714155643,0.380989142807965,0.106872637130326,0.103998762440182,0.131154257764689,0.179903093757408,0.123470413973378,0.327965489394623,0.0383376388880277,0.0863040114021157,0.298840540216358
"CO8.8",0.157772782247719,0.180105782403053,0.10857566019113,0.180229767465191,0.0678391280087023,0.394449996044692,0.275322406589277,0.166149525604681,0.313619169536191,0.122443217311572,0.362461094363907,0.0901624148212008,0.0940509965892397,0.133893204838321,0.220467567256796,0.132836530065452,0.328124928895457,0.0384919725772353,0.100459462763892,0.283613980512031
"CO8.9",0.160707063831278,0.184374500485642,0.120509884761839,0.190209797572098,0.0778010797948178,0.343435867811831,0.319657530387088,0.17198089127466,0.334308970234211,0.132496815601064,0.35932181557097,0.0970837157202207,0.1013859462131,0.129423518524126,0.199045649279789,0.134159382843049,0.334740900449805,0.0399548576145392,0.0941119226181826,0.312459605593362
"CO8.10",0.125598778064611,0.130193761273553,0.104454000751218,0.165674030331579,0.0581373018857664,0.3378982648263,0.22043574891329,0.164176295590662,0.286037521308181,0.125300536249382,0.349988237232876,0.0807421707951317,0.0750688326814656,0.137935818032917,0.168719386145523,0.0984877542559655,0.305725283494402,0.0434043102003885,0.0762864018150612,0.256139788346541
