"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"CO6.4",0.167142319436478,0.226203852117227,0.164146106809125,0.343522366200684,0.0954049026221281,0.351208130014442,0.194710273806873,0.325547614733504,0.19241029095266,0.317941827130552,0.140570995560178,0.23454595789902,0.153833649204289,0.146145221442251,0.197386141580964,0.352805463968814,0.164429540530566,0.312946697912224,0.0413530847769129,0.099811990210741
"CO6.5",0.0990826969460518,0.15427711685688,0.0989791582659226,0.256596216134018,0.0590918128850058,0.213256542117524,0.143477082008745,0.27754050599023,0.148794648948338,0.28228825558769,0.0891361002435486,0.131232783689483,0.0916292260611238,0.118806966274302,0.142403163060455,0.248035780129751,0.105493757001014,0.278413639802699,0.0338135360086507,0.0864600133505208
"CO6.6",0.186205891702538,0.189945899574536,0.168157611021477,0.327922721832991,0.0960220074562817,0.267871164070205,0.191859400294586,0.308480092349584,0.199304105795383,0.288737544749291,0.137838594762863,0.220231236203782,0.107610866671082,0.142176360018478,0.249333500606075,0.296865755937993,0.179605600134737,0.316994531131753,0.0683154701809627,0.10699787586248
"CO6.7",0.129329479616988,0.162892980323279,0.111939400608186,0.289496410721081,0.0656043909885146,0.250972487007719,0.163522148785783,0.293254004162776,0.168052073769805,0.258442468781723,0.101614101054535,0.152130250457969,0.0974493852800298,0.131699361510549,0.204173658897801,0.282487834851058,0.134223633366382,0.310725818163403,0.0353753459512187,0.0884486860733732
"CO6.8",0.17496050627135,0.182732851657335,0.157191825633867,0.313891373976401,0.0893794226251657,0.277286751429697,0.17594126117276,0.300913809159805,0.1866367047485,0.28035008549527,0.11852857660139,0.1939704835074,0.102823582230933,0.132194670968846,0.238220637166066,0.30305294751952,0.176687301079285,0.302092386556732,0.0624541100474736,0.0981767353162932
"CO6.9",0.126445022305873,0.150645263555099,0.130350363081001,0.266279872240541,0.065223724586925,0.223258310259132,0.19384847692853,0.282088910388405,0.156440895325593,0.281593880543628,0.104697009226411,0.157906036866063,0.104173892104344,0.149323549319613,0.159421224323897,0.247037418249932,0.12218476435439,0.300493983659887,0.068740048256497,0.103373857857179
"CO6.10",0.122869863655243,0.146485008982332,0.0964148876952949,0.238481946325773,0.059980989239826,0.235183951235014,0.135985644137983,0.261413456492724,0.140779747316825,0.282100437374098,0.0930833981742404,0.152329972206463,0.0907623871735895,0.139835532688507,0.163791498995921,0.267947414075309,0.111710065642321,0.268563088136229,0.03537371612135,0.079558883722848
"CO7.1",0.147269941804175,0.190020796516248,0.144216362375924,0.306339857569066,0.0853154947921552,0.29808061962418,0.191449832105079,0.317353219955279,0.188811250736705,0.309745621050398,0.132565251719482,0.203248675597015,0.141920029041668,0.163658681515389,0.172224787511148,0.321493541521618,0.146170646818873,0.313212631964316,0.0498398461594846,0.102643609021312
"CO7.2",0.131729069530046,0.184637002398301,0.136890487434582,0.335989164748746,0.0706310680597194,0.239392576558031,0.212884891225663,0.319249362349028,0.15811481817283,0.342503067299928,0.107027681236336,0.174352613235886,0.120192205971374,0.173306156177215,0.195197674450382,0.287757442048521,0.141271925209161,0.320217065539281,0.0694349820240161,0.109482249380317
"CO7.3",0.18618362089276,0.197077859367603,0.152645659657448,0.337656949782758,0.0906953557005702,0.289215433428344,0.190666777930562,0.325961162353869,0.16849368582197,0.323667599618373,0.131284301357521,0.22174186909458,0.115234599141438,0.171442023448903,0.225116357795673,0.282384203586039,0.158864394153364,0.307490793592754,0.0625911678390914,0.122804912909874
"CO7.4",0.136324759319241,0.191910870405924,0.133522385911817,0.311888276317774,0.0805610995238171,0.301350254869337,0.184494581054914,0.301418693798112,0.185867037356503,0.299191038835219,0.119744515495521,0.196838357428462,0.113646277696435,0.170214107452811,0.237176135191516,0.311665249812838,0.154875167296672,0.293080843080678,0.04444045761638,0.100484383945171
"CO7.5",0.151750980859333,0.212571026441053,0.133487145280713,0.320303200661181,0.0649122588909939,0.249759821269819,0.190706146798954,0.318014540884455,0.162353691887914,0.330064525010019,0.109853068999029,0.186399354909015,0.100364587661817,0.15284139475271,0.224008070734634,0.259546624660015,0.151840068739959,0.316312009964982,0.0661994661834605,0.127815796319329
"CO7.6",0.166058991076753,0.192602626626636,0.145855951590363,0.309218619774697,0.0965358266502807,0.290268570100318,0.184717565192169,0.318177500560256,0.17325808044043,0.33225487287947,0.131475504217722,0.218818669393025,0.108279721985736,0.180270106143773,0.2237407664949,0.284740514603394,0.159368445792947,0.297793021863612,0.0555876224188927,0.108061264302879
"CO7.7",0.170039220588537,0.190281051190272,0.150036244642093,0.329286003942569,0.0910067797558781,0.279011226786635,0.187479902293488,0.320518166835351,0.167712701746352,0.326877947680618,0.130097419080074,0.220822788733064,0.108495407028874,0.177974513564773,0.236410856343309,0.276113187439196,0.159032823530957,0.297217482802237,0.0555337454280522,0.114581562756444
"CO7.8",0.143453737330821,0.230377092106041,0.145186102683258,0.35548268630414,0.0903779557227403,0.324147285857554,0.205672933216384,0.329831203794838,0.185296428060938,0.340389061301096,0.13955770992132,0.229285085902301,0.144821410182631,0.172032249172753,0.207972945582409,0.351037957786117,0.154143233176363,0.322888761487242,0.0428950560780861,0.0966820439719111
"CO7.9",0.134649107532849,0.228971893235817,0.128805041430007,0.339728979126971,0.0792565523079196,0.304737498390316,0.193162991931919,0.328051169335987,0.166968402550192,0.311169594216724,0.122888439672481,0.209197980736729,0.126008457660318,0.138717181080961,0.2120303343431,0.322459639557642,0.159157728420227,0.298477708523384,0.03974036544248,0.100343451197689
"CO7.10",0.150751373900819,0.232716402555409,0.153238989224399,0.369277662869307,0.0908904131401211,0.313434122304418,0.211275272852332,0.364293678845812,0.178214056924805,0.324297418553191,0.156288042720862,0.225389889859357,0.1403806679361,0.150382915681274,0.21748618064881,0.33944829247753,0.166911139242835,0.334896557304592,0.0412542137022333,0.122828999610434
"CO8.1",0.185011215583634,0.221793745121602,0.164429739354877,0.349514662587779,0.0905506593573372,0.290050956201099,0.23901207515059,0.34907139898077,0.189495559432307,0.343873537835977,0.150901469106144,0.240522268423236,0.137325331090168,0.153183423888172,0.214911754345508,0.328799353590088,0.178998730793502,0.337913849162363,0.0658695644754445,0.140251995491265
"CO8.2",0.155726139095015,0.213673150966279,0.180549935624267,0.361051160566771,0.093779070383937,0.285466724629147,0.210519004107775,0.337703917865534,0.20023889963557,0.382403640951011,0.138022183117967,0.220275251854444,0.157450314949105,0.208321779639968,0.205110659304752,0.326270693942543,0.17693737719278,0.335739202420087,0.0778765081403626,0.113902436216953
"CO8.3",0.144263779785571,0.167989691610539,0.118875992391939,0.298486892652897,0.0749129561626754,0.27552052989902,0.172586094288499,0.279727922511893,0.149675464167489,0.322298007470937,0.119334177072982,0.186193850773833,0.117291805110181,0.167360021576451,0.183564637910185,0.291566895481496,0.132352842633848,0.281278543491565,0.0373844561588241,0.0894275544655695
"CO8.4",0.15701260410033,0.178800402806199,0.153327027218055,0.330476763654065,0.0814727368835672,0.248797030051061,0.206076374998322,0.319159209645854,0.177978925012238,0.337112457194058,0.132091961809736,0.207825020278736,0.143688546918049,0.194209559202164,0.198193634221427,0.275209926935596,0.146507816737021,0.309768220805435,0.0740066015290524,0.114617628764427
"CO8.5",0.139178363453772,0.213115375819626,0.160740925274619,0.362602122983908,0.088553263313525,0.256027776212949,0.237369590766125,0.342246921736043,0.184063129391719,0.392537701037702,0.140827553196809,0.213584029139767,0.114906738581767,0.208935314465051,0.226756991947987,0.305576690435142,0.153381293614856,0.342517764269201,0.0692733304635299,0.106164312003715
"CO8.6",0.154096095522778,0.19909518988142,0.124369435291472,0.316178210526336,0.0645191297746743,0.260827679829636,0.195601831417397,0.299268568071029,0.138456655885485,0.337343706584446,0.114673503935881,0.181658260656893,0.125447835662678,0.157607701271463,0.22684408714403,0.285078384895711,0.148292895102007,0.297461305360387,0.044775704540649,0.119146552197873
"CO8.7",0.172780105593076,0.209110073181532,0.163478014927459,0.334126881014508,0.0831441873456591,0.27439264847453,0.214849765969591,0.322519334042589,0.184834758008694,0.3266955894198,0.145926557631123,0.207039418159255,0.152190886919789,0.165577083360998,0.175768136760795,0.326653399105675,0.165549609495647,0.330755561153991,0.0573088628010812,0.115525974016659
"CO8.8",0.179562427752641,0.212300291836866,0.136387810328599,0.332475090662141,0.0752762964959871,0.280819364098171,0.198287016490695,0.327329898654918,0.166922928907889,0.36003486133906,0.123330477165427,0.212516944976851,0.141409463079349,0.172300611264622,0.224498411972388,0.315423438430347,0.175662858582,0.317980689931381,0.0572259561145742,0.145972705745841
"CO8.9",0.184825597463775,0.212873570053011,0.147525895150139,0.334488239137015,0.0879309709808846,0.31761371487017,0.206037728232938,0.33202364920785,0.179303755155981,0.328553296648086,0.133518716016453,0.240122047761672,0.144303749667895,0.159925331348849,0.191816957021476,0.332696060158388,0.170807115448493,0.320734299925807,0.0588906515891045,0.131328118411488
"CO8.10",0.135270251264759,0.146991679367703,0.127553433020355,0.285962640976034,0.0643174285030534,0.20548883555044,0.198703879734804,0.291003605629423,0.166301805366305,0.323161030730985,0.106849149882625,0.159005533969325,0.103270313836856,0.176435854696705,0.173636722805875,0.257025590265951,0.120522549330774,0.303323071925158,0.067072895651084,0.0979143174071263
