"","wcs.index","wcs.value","wcs.hue","chroma","hue","value","L.","a.","b.","sphere.lat","sphere.long","sphere.radius","sphere.x","sphere.y","sphere.z"
"286",101,"H",38,10,"5.00RP",3,30.77,46.25,-9.51,0.872664625997165,5.81194640914112,100,57.2727953898153,-29.1819468147981,76.6044443118978
"287",53,"H",39,10,"7.50RP",3,30.77,46.93,-2.51,0.872664625997165,5.96902604182061,100,61.1327344786169,-19.8632295166791,76.6044443118978
"288",8,"H",40,10,"10.00RP",3,30.77,47.63,5.24,0.872664625997165,6.1261056745001,100,63.4873827566413,-10.0554135855803,76.6044443118978
"289",312,"I",0,0,"10.00RP",2,20.54,-0.02,0.02,1.5707963267949,0,99.9999985714286,0,0,99.9999985714286
"290",71,"I",1,8,"2.50R",2,20.54,36.82,3.13,1.22173047639603,0,100,34.2020143325669,0,93.9692620785908
"291",194,"I",2,8,"5.00R",2,20.54,36.64,9.24,1.22173047639603,0.15707963267949,100,33.7809307811441,5.35037381541341,93.9692620785908
"292",179,"I",3,8,"7.50R",2,20.54,35.15,15.44,1.22173047639603,0.314159265358979,100,32.528048601408,10.5690036706187,93.9692620785908
"293",210,"I",4,6,"10.00R",2,20.54,25.15,16.6,1.22173047639603,0.471238898038469,100,30.4742179107012,15.5273895789412,93.9692620785908
"294",134,"I",5,4,"2.50YR",2,20.54,15.99,14.49,1.22173047639603,0.628318530717959,100,27.6700108369021,20.1034396233786,93.9692620785908
"295",117,"I",6,4,"5.00YR",2,20.54,13.28,18.21,1.22173047639603,0.785398163397448,100,24.1844762647975,24.1844762647975,93.9692620785908
"296",204,"I",7,4,"7.50YR",2,20.54,10.16,21.44,1.22173047639603,0.942477796076938,100,20.1034396233786,27.6700108369021,93.9692620785908
"297",94,"I",8,2,"10.00YR",2,20.54,3.62,11.09,1.22173047639603,1.09955742875643,100,15.5273895789412,30.4742179107012,93.9692620785908
"298",255,"I",9,2,"2.50Y",2,20.54,1.58,11.89,1.22173047639603,1.25663706143592,100,10.5690036706187,32.528048601408,93.9692620785908
"299",113,"I",10,2,"5.00Y",2,20.54,-0.11,12.03,1.22173047639603,1.41371669411541,100,5.35037381541341,33.7809307811441,93.9692620785908
"300",18,"I",11,2,"7.50Y",2,20.54,-1.74,11.57,1.22173047639603,1.5707963267949,100,2.0942693688385e-15,34.2020143325669,93.9692620785908
"301",198,"I",12,2,"10.00Y",2,20.54,-3.09,10.75,1.22173047639603,1.72787595947439,100,-5.35037381541341,33.7809307811441,93.9692620785908
"302",87,"I",13,2,"2.50GY",2,20.54,-4.47,9.36,1.22173047639603,1.88495559215388,100,-10.5690036706187,32.528048601408,93.9692620785908
"303",227,"I",14,2,"5.00GY",2,20.54,-5.36,7.98,1.22173047639603,2.04203522483337,100,-15.5273895789412,30.4742179107012,93.9692620785908
"304",248,"I",15,4,"7.50GY",2,20.54,-14.85,15.25,1.22173047639603,2.19911485751286,100,-20.1034396233786,27.6700108369021,93.9692620785908
"305",75,"I",16,4,"10.00GY",2,20.54,-16.46,11.28,1.22173047639603,2.35619449019234,100,-24.1844762647975,24.1844762647975,93.9692620785908
"306",47,"I",17,4,"2.50G",2,20.54,-17.35,7.46,1.22173047639603,2.51327412287183,100,-27.6700108369021,20.1034396233786,93.9692620785908
"307",13,"I",18,6,"5.00G",2,20.54,-27.79,7.33,1.22173047639603,2.67035375555132,100,-30.4742179107012,15.5273895789412,93.9692620785908
"308",271,"I",19,6,"7.50G",2,20.54,-27.43,4.26,1.22173047639603,2.82743338823081,100,-32.528048601408,10.5690036706187,93.9692620785908
"309",36,"I",20,6,"10.00G",2,20.54,-26.87,1.22,1.22173047639603,2.9845130209103,100,-33.7809307811441,5.35037381541341,93.9692620785908
"310",127,"I",21,4,"2.50BG",2,20.54,-17.18,-1.47,1.22173047639603,3.14159265358979,100,-34.2020143325669,4.18853873767699e-15,93.9692620785908
"311",11,"I",22,4,"5.00BG",2,20.54,-16.13,-4.67,1.22173047639603,3.29867228626928,100,-33.7809307811441,-5.3503738154134,93.9692620785908
"312",90,"I",23,4,"7.50BG",2,20.54,-15.07,-7.11,1.22173047639603,3.45575191894877,100,-32.528048601408,-10.5690036706187,93.9692620785908
"313",170,"I",24,4,"10.00BG",2,20.54,-13.39,-9.92,1.22173047639603,3.61283155162826,100,-30.4742179107012,-15.5273895789412,93.9692620785908
"314",60,"I",25,4,"2.50B",2,20.54,-11.72,-12.03,1.22173047639603,3.76991118430775,100,-27.6700108369021,-20.1034396233786,93.9692620785908
"315",14,"I",26,4,"5.00B",2,20.54,-9.52,-13.99,1.22173047639603,3.92699081698724,100,-24.1844762647975,-24.1844762647975,93.9692620785908
"316",166,"I",27,6,"7.50B",2,20.54,-9.22,-24.04,1.22173047639603,4.08407044966673,100,-20.1034396233786,-27.6700108369021,93.9692620785908
"317",228,"I",28,6,"10.00B",2,20.54,-5.25,-25.49,1.22173047639603,4.24115008234622,100,-15.5273895789412,-30.4742179107012,93.9692620785908
"318",43,"I",29,6,"2.50PB",2,20.54,0.11,-26.61,1.22173047639603,4.39822971502571,100,-10.5690036706187,-32.528048601408,93.9692620785908
"319",10,"I",30,8,"5.00PB",2,20.54,7.63,-35.92,1.22173047639603,4.5553093477052,100,-5.35037381541341,-33.7809307811441,93.9692620785908
"320",313,"I",31,10,"7.50PB",2,20.54,23.81,-41.87,1.22173047639603,4.71238898038469,100,-6.28280810651549e-15,-34.2020143325669,93.9692620785908
"321",144,"I",32,8,"10.00PB",2,20.54,23.12,-31.33,1.22173047639603,4.86946861306418,100,5.3503738154134,-33.7809307811441,93.9692620785908
"322",250,"I",33,8,"2.50P",2,20.54,26.82,-27.84,1.22173047639603,5.02654824574367,100,10.5690036706187,-32.528048601408,93.9692620785908
"323",150,"I",34,8,"5.00P",2,20.54,29.26,-25.01,1.22173047639603,5.18362787842316,100,15.5273895789412,-30.4742179107012,93.9692620785908
"324",50,"I",35,6,"7.50P",2,20.54,22.74,-16.65,1.22173047639603,5.34070751110265,100,20.1034396233786,-27.6700108369021,93.9692620785908
"325",4,"I",36,6,"10.00P",2,20.54,24.14,-14.33,1.22173047639603,5.49778714378214,100,24.1844762647975,-24.1844762647975,93.9692620785908
"326",305,"I",37,8,"2.50RP",2,20.54,34.44,-14.69,1.22173047639603,5.65486677646163,100,27.6700108369021,-20.1034396233786,93.9692620785908
"327",267,"I",38,8,"5.00RP",2,20.54,35.44,-10.4,1.22173047639603,5.81194640914112,100,30.4742179107012,-15.5273895789412,93.9692620785908
"328",243,"I",39,8,"7.50RP",2,20.54,35.97,-6.33,1.22173047639603,5.96902604182061,100,32.528048601408,-10.5690036706187,93.9692620785908
"329",182,"I",40,8,"10.00RP",2,20.54,36.42,-2.08,1.22173047639603,6.1261056745001,100,33.7809307811441,-5.35037381541342,93.9692620785908
"330",89,"J",0,0,"10.00RP",1.5,15.6,-0.02,0.02,1.5707963267949,0,128.571427142857,0,0,128.571427142857
