"a","b","L"
0,0,5.5
0,-10,5.5
0,-15,5.5
0,-20,5.5
0,-25,5.5
0,-30,5.5
0,5,5.5
0,-5,5.5
-10,0,5.5
10,0,5.5
100,-80,5.5
100,-85,5.5
100,-90,5.5
-10,-10,5.5
10,-10,5.5
-10,-15,5.5
10,-15,5.5
-10,-20,5.5
10,-20,5.5
10,-25,5.5
10,-30,5.5
10,-35,5.5
-10,5,5.5
-10,-5,5.5
10,5,5.5
10,-5,5.5
105,-85,5.5
105,-90,5.5
110,-90,5.5
110,-95,5.5
115,-100,5.5
115,-95,5.5
120,-100,5.5
125,-105,5.5
140,-115,5.5
-15,0,5.5
15,0,5.5
-15,-10,5.5
15,-10,5.5
-15,-15,5.5
15,-15,5.5
15,-20,5.5
15,-25,5.5
15,-30,5.5
15,-35,5.5
15,-40,5.5
-15,5,5.5
-15,-5,5.5
15,5,5.5
15,-5,5.5
-20,0,5.5
20,0,5.5
-20,-10,5.5
20,-10,5.5
20,-15,5.5
20,-20,5.5
20,-25,5.5
20,-30,5.5
20,-35,5.5
20,-40,5.5
20,-45,5.5
-20,5,5.5
-20,-5,5.5
20,5,5.5
20,-5,5.5
25,0,5.5
25,-10,5.5
25,-15,5.5
25,-20,5.5
25,-25,5.5
25,-30,5.5
25,-35,5.5
25,-40,5.5
25,-45,5.5
25,5,5.5
25,-5,5.5
30,0,5.5
30,-10,5.5
30,-15,5.5
30,-20,5.5
30,-25,5.5
30,-30,5.5
30,-35,5.5
30,-40,5.5
30,-45,5.5
30,5,5.5
30,-5,5.5
30,-50,5.5
35,0,5.5
35,-10,5.5
35,-15,5.5
35,-20,5.5
35,-25,5.5
35,-30,5.5
35,-35,5.5
35,-40,5.5
35,-45,5.5
35,5,5.5
35,-5,5.5
35,-50,5.5
40,-10,5.5
40,-15,5.5
40,-20,5.5
40,-25,5.5
40,-30,5.5
40,-35,5.5
40,-40,5.5
40,-45,5.5
40,-5,5.5
40,-50,5.5
40,-55,5.5
45,-15,5.5
45,-20,5.5
45,-25,5.5
45,-30,5.5
45,-35,5.5
45,-40,5.5
45,-45,5.5
45,-50,5.5
45,-55,5.5
-5,0,5.5
5,0,5.5
50,-25,5.5
50,-30,5.5
50,-35,5.5
50,-40,5.5
50,-45,5.5
50,-50,5.5
50,-55,5.5
50,-60,5.5
-5,-10,5.5
5,-10,5.5
-5,-15,5.5
5,-15,5.5
-5,-20,5.5
5,-20,5.5
-5,-25,5.5
5,-25,5.5
5,-30,5.5
5,-35,5.5
-5,5,5.5
-5,-5,5.5
5,5,5.5
5,-5,5.5
55,-35,5.5
55,-40,5.5
55,-45,5.5
55,-50,5.5
55,-55,5.5
55,-60,5.5
55,-65,5.5
60,-40,5.5
60,-45,5.5
60,-50,5.5
60,-55,5.5
60,-60,5.5
60,-65,5.5
65,-45,5.5
65,-50,5.5
65,-55,5.5
65,-60,5.5
65,-65,5.5
65,-70,5.5
70,-50,5.5
70,-55,5.5
70,-60,5.5
70,-65,5.5
70,-70,5.5
75,-55,5.5
75,-60,5.5
75,-65,5.5
75,-70,5.5
75,-75,5.5
80,-60,5.5
80,-65,5.5
80,-70,5.5
80,-75,5.5
80,-80,5.5
85,-65,5.5
85,-70,5.5
85,-75,5.5
85,-80,5.5
90,-70,5.5
90,-75,5.5
90,-80,5.5
90,-85,5.5
95,-75,5.5
95,-80,5.5
95,-85,5.5
0,0,10.5
0,10,10.5
0,-10,10.5
0,15,10.5
0,-15,10.5
0,-20,10.5
0,-25,10.5
0,-30,10.5
0,-35,10.5
0,-40,10.5
0,5,10.5
0,-5,10.5
-10,0,10.5
10,0,10.5
100,-75,10.5
100,-80,10.5
100,-85,10.5
100,-90,10.5
100,-95,10.5
-10,10,10.5
-10,-10,10.5
10,10,10.5
10,-10,10.5
-10,15,10.5
-10,-15,10.5
10,15,10.5
10,-15,10.5
-10,-20,10.5
10,-20,10.5
-10,-25,10.5
10,-25,10.5
-10,-30,10.5
10,-30,10.5
-10,-35,10.5
10,-35,10.5
10,-40,10.5
10,-45,10.5
-10,5,10.5
-10,-5,10.5
10,5,10.5
10,-5,10.5
105,-100,10.5
105,-80,10.5
105,-85,10.5
105,-90,10.5
105,-95,10.5
110,-100,10.5
110,-105,10.5
110,-90,10.5
110,-95,10.5
115,-100,10.5
115,-105,10.5
115,-90,10.5
115,-95,10.5
120,-100,10.5
120,-105,10.5
120,-110,10.5
125,-105,10.5
125,-110,10.5
130,-110,10.5
130,-115,10.5
135,-115,10.5
135,-120,10.5
140,-120,10.5
145,-125,10.5
-15,0,10.5
15,0,10.5
-15,10,10.5
-15,-10,10.5
15,10,10.5
15,-10,10.5
-15,15,10.5
-15,-15,10.5
15,15,10.5
15,-15,10.5
-15,-20,10.5
15,-20,10.5
-15,-25,10.5
15,-25,10.5
-15,-30,10.5
15,-30,10.5
15,-35,10.5
15,-40,10.5
15,-45,10.5
-15,5,10.5
-15,-5,10.5
15,5,10.5
15,-5,10.5
15,-50,10.5
-20,0,10.5
20,0,10.5
-20,10,10.5
-20,-10,10.5
20,10,10.5
20,-10,10.5
-20,15,10.5
-20,-15,10.5
20,15,10.5
20,-15,10.5
-20,-20,10.5
20,-20,10.5
-20,-25,10.5
20,-25,10.5
20,-30,10.5
20,-35,10.5
20,-40,10.5
20,-45,10.5
-20,5,10.5
-20,-5,10.5
20,5,10.5
20,-5,10.5
20,-50,10.5
-25,0,10.5
25,0,10.5
-25,10,10.5
-25,-10,10.5
25,10,10.5
25,-10,10.5
-25,15,10.5
-25,-15,10.5
25,15,10.5
25,-15,10.5
-25,-20,10.5
25,-20,10.5
-25,-25,10.5
25,-25,10.5
25,-30,10.5
25,-35,10.5
25,-40,10.5
25,-45,10.5
-25,5,10.5
-25,-5,10.5
25,5,10.5
25,-5,10.5
25,-50,10.5
25,-55,10.5
-30,0,10.5
30,0,10.5
-30,10,10.5
-30,-10,10.5
30,10,10.5
30,-10,10.5
-30,15,10.5
-30,-15,10.5
30,15,10.5
30,-15,10.5
-30,-20,10.5
30,-20,10.5
30,-25,10.5
30,-30,10.5
30,-35,10.5
30,-40,10.5
30,-45,10.5
-30,5,10.5
-30,-5,10.5
30,5,10.5
30,-5,10.5
30,-50,10.5
30,-55,10.5
-35,0,10.5
35,0,10.5
-35,10,10.5
-35,-10,10.5
35,10,10.5
35,-10,10.5
-35,15,10.5
-35,-15,10.5
35,15,10.5
35,-15,10.5
35,-20,10.5
35,-25,10.5
35,-30,10.5
35,-35,10.5
35,-40,10.5
35,-45,10.5
-35,5,10.5
-35,-5,10.5
35,5,10.5
35,-5,10.5
35,-50,10.5
35,-55,10.5
35,-60,10.5
-40,0,10.5
40,0,10.5
-40,10,10.5
40,10,10.5
40,-10,10.5
-40,15,10.5
40,15,10.5
40,-15,10.5
40,-20,10.5
40,-25,10.5
40,-30,10.5
40,-35,10.5
40,-40,10.5
40,-45,10.5
-40,5,10.5
-40,-5,10.5
40,5,10.5
40,-5,10.5
40,-50,10.5
40,-55,10.5
40,-60,10.5
45,0,10.5
-45,10,10.5
45,10,10.5
45,-10,10.5
45,15,10.5
45,-15,10.5
45,-20,10.5
45,-25,10.5
45,-30,10.5
45,-35,10.5
45,-40,10.5
45,-45,10.5
-45,5,10.5
45,5,10.5
45,-5,10.5
45,-50,10.5
45,-55,10.5
45,-60,10.5
45,-65,10.5
-5,0,10.5
5,0,10.5
50,0,10.5
50,-10,10.5
50,-15,10.5
50,-20,10.5
50,-25,10.5
50,-30,10.5
50,-35,10.5
50,-40,10.5
50,-45,10.5
50,5,10.5
50,-5,10.5
50,-50,10.5
50,-55,10.5
50,-60,10.5
50,-65,10.5
50,-70,10.5
-5,10,10.5
-5,-10,10.5
5,10,10.5
5,-10,10.5
-5,15,10.5
-5,-15,10.5
5,15,10.5
5,-15,10.5
-5,-20,10.5
5,-20,10.5
-5,-25,10.5
5,-25,10.5
-5,-30,10.5
5,-30,10.5
-5,-35,10.5
5,-35,10.5
5,-40,10.5
-5,5,10.5
-5,-5,10.5
5,5,10.5
5,-5,10.5
55,-15,10.5
55,-20,10.5
55,-25,10.5
55,-30,10.5
55,-35,10.5
55,-40,10.5
55,-45,10.5
55,-50,10.5
55,-55,10.5
55,-60,10.5
55,-65,10.5
55,-70,10.5
60,-25,10.5
60,-30,10.5
60,-35,10.5
60,-40,10.5
60,-45,10.5
60,-50,10.5
60,-55,10.5
60,-60,10.5
60,-65,10.5
60,-70,10.5
60,-75,10.5
65,-35,10.5
65,-40,10.5
65,-45,10.5
65,-50,10.5
65,-55,10.5
65,-60,10.5
65,-65,10.5
65,-70,10.5
65,-75,10.5
70,-40,10.5
70,-45,10.5
70,-50,10.5
70,-55,10.5
70,-60,10.5
70,-65,10.5
70,-70,10.5
70,-75,10.5
70,-80,10.5
75,-50,10.5
75,-55,10.5
75,-60,10.5
75,-65,10.5
75,-70,10.5
75,-75,10.5
75,-80,10.5
80,-55,10.5
80,-60,10.5
80,-65,10.5
80,-70,10.5
80,-75,10.5
80,-80,10.5
80,-85,10.5
85,-60,10.5
85,-65,10.5
85,-70,10.5
85,-75,10.5
85,-80,10.5
85,-85,10.5
85,-90,10.5
90,-65,10.5
90,-70,10.5
90,-75,10.5
90,-80,10.5
90,-85,10.5
90,-90,10.5
95,-70,10.5
95,-75,10.5
95,-80,10.5
95,-85,10.5
95,-90,10.5
95,-95,10.5
0,0,15.5
0,10,15.5
0,-10,15.5
0,15,15.5
0,-15,15.5
0,20,15.5
0,-20,15.5
0,25,15.5
0,-25,15.5
0,-30,15.5
0,-35,15.5
0,-40,15.5
0,-45,15.5
0,5,15.5
0,-5,15.5
-10,0,15.5
10,0,15.5
100,-100,15.5
100,-105,15.5
100,-70,15.5
100,-75,15.5
100,-80,15.5
100,-85,15.5
100,-90,15.5
100,-95,15.5
-10,10,15.5
-10,-10,15.5
10,10,15.5
10,-10,15.5
-10,15,15.5
-10,-15,15.5
10,15,15.5
10,-15,15.5
-10,20,15.5
-10,-20,15.5
10,20,15.5
10,-20,15.5
-10,25,15.5
-10,-25,15.5
10,25,15.5
10,-25,15.5
-10,-30,15.5
10,-30,15.5
-10,-35,15.5
10,-35,15.5
-10,-40,15.5
10,-40,15.5
10,-45,15.5
-10,5,15.5
-10,-5,15.5
10,5,15.5
10,-5,15.5
10,-50,15.5
105,-100,15.5
105,-105,15.5
105,-80,15.5
105,-85,15.5
105,-90,15.5
105,-95,15.5
110,-100,15.5
110,-105,15.5
110,-110,15.5
110,-85,15.5
110,-90,15.5
110,-95,15.5
115,-100,15.5
115,-105,15.5
115,-110,15.5
115,-115,15.5
115,-90,15.5
115,-95,15.5
120,-100,15.5
120,-105,15.5
120,-110,15.5
120,-115,15.5
120,-95,15.5
125,-100,15.5
125,-105,15.5
125,-110,15.5
125,-115,15.5
125,-120,15.5
130,-110,15.5
130,-115,15.5
130,-120,15.5
135,-115,15.5
135,-120,15.5
135,-125,15.5
-15,0,15.5
15,0,15.5
-15,10,15.5
-15,-10,15.5
15,10,15.5
15,-10,15.5
-15,15,15.5
-15,-15,15.5
15,15,15.5
15,-15,15.5
-15,20,15.5
-15,-20,15.5
15,20,15.5
15,-20,15.5
-15,25,15.5
-15,-25,15.5
15,25,15.5
15,-25,15.5
-15,-30,15.5
15,-30,15.5
-15,-35,15.5
15,-35,15.5
-15,-40,15.5
15,-40,15.5
15,-45,15.5
-15,5,15.5
-15,-5,15.5
15,5,15.5
15,-5,15.5
15,-50,15.5
15,-55,15.5
-20,0,15.5
20,0,15.5
-20,10,15.5
-20,-10,15.5
20,10,15.5
20,-10,15.5
-20,15,15.5
-20,-15,15.5
20,15,15.5
20,-15,15.5
-20,20,15.5
-20,-20,15.5
20,20,15.5
20,-20,15.5
-20,25,15.5
-20,-25,15.5
20,25,15.5
20,-25,15.5
-20,-30,15.5
20,-30,15.5
-20,-35,15.5
20,-35,15.5
20,-40,15.5
20,-45,15.5
-20,5,15.5
-20,-5,15.5
20,5,15.5
20,-5,15.5
20,-50,15.5
20,-55,15.5
20,-60,15.5
-25,0,15.5
25,0,15.5
-25,10,15.5
-25,-10,15.5
25,10,15.5
25,-10,15.5
-25,15,15.5
-25,-15,15.5
25,15,15.5
25,-15,15.5
-25,20,15.5
-25,-20,15.5
25,20,15.5
25,-20,15.5
-25,25,15.5
-25,-25,15.5
25,25,15.5
25,-25,15.5
-25,-30,15.5
25,-30,15.5
-25,-35,15.5
25,-35,15.5
25,-40,15.5
25,-45,15.5
-25,5,15.5
-25,-5,15.5
25,5,15.5
25,-5,15.5
25,-50,15.5
25,-55,15.5
25,-60,15.5
-30,0,15.5
30,0,15.5
-30,10,15.5
-30,-10,15.5
30,10,15.5
30,-10,15.5
-30,15,15.5
-30,-15,15.5
30,15,15.5
30,-15,15.5
-30,20,15.5
-30,-20,15.5
30,20,15.5
30,-20,15.5
-30,25,15.5
-30,-25,15.5
30,25,15.5
30,-25,15.5
-30,-30,15.5
30,-30,15.5
30,-35,15.5
30,-40,15.5
30,-45,15.5
-30,5,15.5
-30,-5,15.5
30,5,15.5
30,-5,15.5
30,-50,15.5
30,-55,15.5
30,-60,15.5
30,-65,15.5
-35,0,15.5
35,0,15.5
-35,10,15.5
-35,-10,15.5
35,10,15.5
35,-10,15.5
-35,15,15.5
-35,-15,15.5
35,15,15.5
35,-15,15.5
-35,20,15.5
-35,-20,15.5
35,20,15.5
35,-20,15.5
-35,25,15.5
-35,-25,15.5
35,25,15.5
35,-25,15.5
35,-30,15.5
35,-35,15.5
35,-40,15.5
35,-45,15.5
-35,5,15.5
-35,-5,15.5
35,5,15.5
35,-5,15.5
35,-50,15.5
35,-55,15.5
35,-60,15.5
35,-65,15.5
-40,0,15.5
40,0,15.5
-40,10,15.5
-40,-10,15.5
40,10,15.5
40,-10,15.5
-40,15,15.5
-40,-15,15.5
40,15,15.5
40,-15,15.5
-40,20,15.5
-40,-20,15.5
40,20,15.5
40,-20,15.5
-40,25,15.5
-40,-25,15.5
40,25,15.5
40,-25,15.5
40,-30,15.5
40,-35,15.5
40,-40,15.5
40,-45,15.5
-40,5,15.5
-40,-5,15.5
40,5,15.5
40,-5,15.5
40,-50,15.5
40,-55,15.5
40,-60,15.5
40,-65,15.5
40,-70,15.5
-45,0,15.5
45,0,15.5
-45,10,15.5
-45,-10,15.5
45,10,15.5
45,-10,15.5
-45,15,15.5
-45,-15,15.5
45,15,15.5
45,-15,15.5
-45,20,15.5
-45,-20,15.5
45,20,15.5
45,-20,15.5
-45,25,15.5
45,25,15.5
45,-25,15.5
45,-30,15.5
45,-35,15.5
45,-40,15.5
45,-45,15.5
-45,5,15.5
-45,-5,15.5
45,5,15.5
45,-5,15.5
45,-50,15.5
45,-55,15.5
45,-60,15.5
45,-65,15.5
45,-70,15.5
-5,0,15.5
5,0,15.5
-50,0,15.5
50,0,15.5
-50,10,15.5
-50,-10,15.5
50,10,15.5
50,-10,15.5
-50,15,15.5
-50,-15,15.5
50,15,15.5
50,-15,15.5
-50,20,15.5
50,20,15.5
50,-20,15.5
50,25,15.5
50,-25,15.5
50,-30,15.5
50,-35,15.5
50,-40,15.5
50,-45,15.5
-50,5,15.5
-50,-5,15.5
50,5,15.5
50,-5,15.5
50,-50,15.5
50,-55,15.5
50,-60,15.5
50,-65,15.5
50,-70,15.5
50,-75,15.5
-5,10,15.5
-5,-10,15.5
5,10,15.5
5,-10,15.5
-5,15,15.5
-5,-15,15.5
5,15,15.5
5,-15,15.5
-5,20,15.5
-5,-20,15.5
5,20,15.5
5,-20,15.5
-5,25,15.5
-5,-25,15.5
5,25,15.5
5,-25,15.5
-5,-30,15.5
5,-30,15.5
-5,-35,15.5
5,-35,15.5
-5,-40,15.5
5,-40,15.5
-5,-45,15.5
5,-45,15.5
-5,5,15.5
-5,-5,15.5
5,5,15.5
5,-5,15.5
-55,0,15.5
5,-50,15.5
55,0,15.5
-55,10,15.5
-55,-10,15.5
55,10,15.5
55,-10,15.5
-55,15,15.5
55,15,15.5
55,-15,15.5
-55,20,15.5
55,20,15.5
55,-20,15.5
55,25,15.5
55,-25,15.5
55,-30,15.5
55,-35,15.5
55,-40,15.5
55,-45,15.5
-55,5,15.5
-55,-5,15.5
55,5,15.5
55,-5,15.5
55,-50,15.5
55,-55,15.5
55,-60,15.5
55,-65,15.5
55,-70,15.5
55,-75,15.5
55,-80,15.5
-60,0,15.5
60,0,15.5
-60,10,15.5
60,-10,15.5
-60,15,15.5
60,-15,15.5
-60,20,15.5
60,-20,15.5
60,-25,15.5
60,-30,15.5
60,-35,15.5
60,-40,15.5
60,-45,15.5
-60,5,15.5
-60,-5,15.5
60,-5,15.5
60,-50,15.5
60,-55,15.5
60,-60,15.5
60,-65,15.5
60,-70,15.5
60,-75,15.5
60,-80,15.5
-65,10,15.5
-65,15,15.5
65,-15,15.5
65,-20,15.5
65,-25,15.5
65,-30,15.5
65,-35,15.5
65,-40,15.5
65,-45,15.5
-65,5,15.5
65,-50,15.5
65,-55,15.5
65,-60,15.5
65,-65,15.5
65,-70,15.5
65,-75,15.5
65,-80,15.5
65,-85,15.5
70,-30,15.5
70,-35,15.5
70,-40,15.5
70,-45,15.5
70,-50,15.5
70,-55,15.5
70,-60,15.5
70,-65,15.5
70,-70,15.5
70,-75,15.5
70,-80,15.5
70,-85,15.5
75,-35,15.5
75,-40,15.5
75,-45,15.5
75,-50,15.5
75,-55,15.5
75,-60,15.5
75,-65,15.5
75,-70,15.5
75,-75,15.5
75,-80,15.5
75,-85,15.5
75,-90,15.5
80,-45,15.5
80,-50,15.5
80,-55,15.5
80,-60,15.5
80,-65,15.5
80,-70,15.5
80,-75,15.5
80,-80,15.5
80,-85,15.5
80,-90,15.5
80,-95,15.5
85,-50,15.5
85,-55,15.5
85,-60,15.5
85,-65,15.5
85,-70,15.5
85,-75,15.5
85,-80,15.5
85,-85,15.5
85,-90,15.5
85,-95,15.5
90,-100,15.5
90,-60,15.5
90,-65,15.5
90,-70,15.5
90,-75,15.5
90,-80,15.5
90,-85,15.5
90,-90,15.5
90,-95,15.5
95,-100,15.5
95,-65,15.5
95,-70,15.5
95,-75,15.5
95,-80,15.5
95,-85,15.5
95,-90,15.5
95,-95,15.5
0,0,20.5
0,10,20.5
0,-10,20.5
0,15,20.5
0,-15,20.5
0,20,20.5
0,-20,20.5
0,25,20.5
0,-25,20.5
0,30,20.5
0,-30,20.5
0,-35,20.5
0,-40,20.5
0,-45,20.5
0,5,20.5
0,-5,20.5
0,-50,20.5
0,-55,20.5
-10,0,20.5
10,0,20.5
100,-100,20.5
100,-105,20.5
100,-110,20.5
100,-65,20.5
100,-70,20.5
100,-75,20.5
100,-80,20.5
100,-85,20.5
100,-90,20.5
100,-95,20.5
-10,10,20.5
-10,-10,20.5
10,10,20.5
10,-10,20.5
-10,15,20.5
-10,-15,20.5
10,15,20.5
10,-15,20.5
-10,20,20.5
-10,-20,20.5
10,20,20.5
10,-20,20.5
-10,25,20.5
-10,-25,20.5
10,25,20.5
10,-25,20.5
-10,30,20.5
-10,-30,20.5
10,30,20.5
10,-30,20.5
-10,-35,20.5
10,-35,20.5
-10,-40,20.5
10,-40,20.5
-10,-45,20.5
10,-45,20.5
-10,5,20.5
-10,-5,20.5
10,5,20.5
10,-5,20.5
-10,-50,20.5
10,-50,20.5
105,-100,20.5
105,-105,20.5
105,-110,20.5
105,-115,20.5
10,-55,20.5
105,-70,20.5
105,-75,20.5
