"L","a","b","prior.uniform","prior.distance.from.munsel.center"
10.5,0,10,0.000219635405227323,0.000280726339639705
10.5,0,-10,0.000219635405227323,0.000278701961385188
10.5,0,-20,0.000219635405227323,0.000271873037177822
10.5,0,-30,0.000219635405227323,0.000261994860981929
10.5,0,-40,0.000219635405227323,0.000249809119623886
10.5,-10,0,0.000219635405227323,0.000279724947961743
10.5,10,0,0.000219635405227323,0.00027969216651083
10.5,100,-80,0.000219635405227323,0.00010471204269751
10.5,100,-90,0.000219635405227323,9.26719912966272e-05
10.5,-10,10,0.000219635405227323,0.000278693855491896
10.5,-10,-10,0.000219635405227323,0.000276712979493871
10.5,10,10,0.000219635405227323,0.000278661439013476
10.5,10,-10,0.000219635405227323,0.00027668124185739
10.5,-10,-20,0.000219635405227323,0.000270018109383973
10.5,10,-20,0.000219635405227323,0.000269988469573633
10.5,-10,-30,0.000219635405227323,0.000260304932957222
10.5,10,-30,0.000219635405227323,0.000260277886896828
10.5,10,-40,0.000219635405227323,0.000248262115635903
10.5,110,-100,0.000219635405227323,6.66175553544121e-05
10.5,110,-90,0.000219635405227323,7.88678722861427e-05
10.5,120,-100,0.000219635405227323,5.27646331816278e-05
10.5,120,-110,0.000219635405227323,4.0346778447436e-05
10.5,130,-110,0.000219635405227323,2.64611570948422e-05
10.5,140,-120,0.000219635405227323,0
10.5,-20,0,0.000219635405227323,0.000273786334677808
10.5,20,0,0.000219635405227323,0.000273724774100759
10.5,-20,10,0.000219635405227323,0.000272817415746509
10.5,-20,-10,0.000219635405227323,0.000270952505928133
10.5,20,10,0.000219635405227323,0.000272756460621886
10.5,20,-10,0.000219635405227323,0.000270892683249304
10.5,-20,-20,0.000219635405227323,0.000264618619575776
10.5,20,-20,0.000219635405227323,0.000264562347658236
10.5,20,-30,0.000219635405227323,0.000255305236058694
10.5,20,-40,0.000219635405227323,0.000243757178504905
10.5,20,-50,0.000219635405227323,0.00023048077507417
10.5,-30,0,0.000219635405227323,0.000264611583962538
10.5,30,0,0.000219635405227323,0.000264527192773635
10.5,-30,10,0.000219635405227323,0.000263725290531959
10.5,-30,-10,0.000219635405227323,0.000262015463669475
10.5,30,10,0.000219635405227323,0.000263641594262672
10.5,30,-10,0.000219635405227323,0.000261933076212027
10.5,-30,-20,0.000219635405227323,0.00025617232887842
10.5,30,-20,0.000219635405227323,0.000256094120942874
10.5,30,-30,0.000219635405227323,0.000247468585613796
10.5,30,-40,0.000219635405227323,0.000236590798640181
10.5,30,-50,0.000219635405227323,0.000223958842095197
10.5,-40,0,0.000219635405227323,0.000252951112894951
10.5,40,0,0.000219635405227323,0.00025284968352377
10.5,-40,10,0.000219635405227323,0.000252151544779944
10.5,40,10,0.000219635405227323,0.00025205079564714
10.5,40,-10,0.000219635405227323,0.000250506144384469
10.5,40,-20,0.000219635405227323,0.000245195291540326
10.5,40,-30,0.000219635405227323,0.000237269465384013
10.5,40,-40,0.000219635405227323,0.000227159470108283
10.5,40,-50,0.000219635405227323,0.000215289426757165
10.5,40,-60,0.000219635405227323,0.000202029258323714
10.5,50,0,0.000219635405227323,0.000239349158953488
10.5,50,-10,0.000219635405227323,0.000237241468912952
10.5,50,-20,0.000219635405227323,0.000232437102650805
10.5,50,-30,0.000219635405227323,0.000225201904324129
10.5,50,-40,0.000219635405227323,0.000215875036486267
10.5,50,-50,0.000219635405227323,0.000204807710679497
10.5,50,-60,0.000219635405227323,0.000192322556052666
10.5,50,-70,0.000219635405227323,0.000178695136429118
10.5,60,-30,0.000219635405227323,0.000211689209923724
10.5,60,-40,0.000219635405227323,0.000203110138471349
10.5,60,-50,0.000219635405227323,0.000192832776550652
10.5,60,-60,0.000219635405227323,0.000181132309855137
10.5,60,-70,0.000219635405227323,0.000168254641058913
10.5,70,-40,0.000219635405227323,0.000189175849435549
10.5,70,-50,0.000219635405227323,0.000179644355321534
10.5,70,-60,0.000219635405227323,0.000168704231347556
10.5,70,-70,0.000219635405227323,0.000156570699307857
10.5,70,-80,0.000219635405227323,0.000143434344158629
10.5,80,-60,0.000219635405227323,0.000155251859123302
10.5,80,-70,0.000219635405227323,0.000143834865399929
10.5,80,-80,0.000219635405227323,0.00013139494739303
10.5,90,-70,0.000219635405227323,0.000130213805025469
10.5,90,-80,0.000219635405227323,0.000118443194760029
10.5,90,-90,0.000219635405227323,0.000105779707017915
15.5,0,0,0.000219635405227323,0.000291450372454064
15.5,0,10,0.000219635405227323,0.000290269888577442
15.5,0,-10,0.000219635405227323,0.000288013144197141
15.5,0,20,0.000219635405227323,0.000284660298096922
15.5,0,-20,0.000219635405227323,0.000280481154940873
15.5,0,-30,0.000219635405227323,0.000269761826558221
15.5,0,-40,0.000219635405227323,0.000256746666581248
15.5,-10,0,0.000219635405227323,0.000289152039155905
15.5,10,0,0.000219635405227323,0.000289115496135884
15.5,100,-100,0.000219635405227323,8.26633831899696e-05
15.5,100,-70,0.000219635405227323,0.000119074315254852
15.5,100,-80,0.000219635405227323,0.000107800892488127
15.5,100,-90,0.000219635405227323,9.56258894533771e-05
15.5,-10,10,0.000219635405227323,0.000288004131891338
15.5,-10,-10,0.000219635405227323,0.000285807194475869
15.5,10,10,0.000219635405227323,0.000287968092418062
15.5,10,-10,0.000219635405227323,0.000285772081029119
15.5,-10,20,0.000219635405227323,0.000282537660692269
15.5,-10,-20,0.000219635405227323,0.000278454039524471
15.5,10,20,0.000219635405227323,0.000282503840531127
15.5,10,-20,0.000219635405227323,0.000278421706771249
15.5,-10,-30,0.000219635405227323,0.000267944791888375
15.5,10,-30,0.000219635405227323,0.000267915746643102
15.5,-10,-40,0.000219635405227323,0.000255133078917529
15.5,10,-40,0.000219635405227323,0.000255107236978321
15.5,10,-50,0.000219635405227323,0.000240671887571043
15.5,110,-100,0.000219635405227323,6.93164675343984e-05
15.5,110,-110,0.000219635405227323,5.62454901062949e-05
15.5,110,-90,0.000219635405227323,8.16809313241085e-05
15.5,120,-100,0.000219635405227323,5.53451802368262e-05
15.5,120,-110,0.000219635405227323,4.28297450913183e-05
15.5,130,-110,0.000219635405227323,2.88434238692392e-05
15.5,130,-120,0.000219635405227323,1.62053977960117e-05
15.5,-20,0,0.000219635405227323,0.000282579954028994
15.5,20,0,0.000219635405227323,0.000282512294363314
15.5,-20,10,0.000219635405227323,0.000281516058345525
15.5,-20,-10,0.000219635405227323,0.000279474263265707
15.5,20,10,0.000219635405227323,0.000281449200055146
15.5,20,-10,0.000219635405227323,0.000279408890974101
15.5,-20,20,0.000219635405227323,0.000276422778301193
15.5,-20,-20,0.000219635405227323,0.000272591879748345
15.5,20,20,0.000219635405227323,0.000276359507718565
15.5,20,-20,0.000219635405227323,0.000272531063851064
15.5,-20,-30,0.000219635405227323,0.000262648313286157
15.5,20,-30,0.000219635405227323,0.000262593061542927
15.5,20,-40,0.000219635405227323,0.000250347024286447
15.5,20,-50,0.000219635405227323,0.000236420274468709
15.5,20,-60,0.000219635405227323,0.000221280243892639
15.5,-30,0,0.000219635405227323,0.00027258427571165
15.5,30,0,0.000219635405227323,0.000272493072929078
15.5,-30,10,0.000219635405227323,0.000271627044463976
15.5,-30,-10,0.000219635405227323,0.000269784005961158
15.5,30,10,0.000219635405227323,0.000271536717008252
15.5,30,-10,0.000219635405227323,0.000269695317406557
15.5,-30,20,0.000219635405227323,0.000267015758754479
15.5,-30,-20,0.000219635405227323,0.000263518783228948
15.5,30,20,0.000219635405227323,0.000266929423092956
15.5,30,-20,0.000219635405227323,0.00026343524723648
15.5,-30,-30,0.000219635405227323,0.000254344260299527
15.5,30,-30,0.000219635405227323,0.000254267274259989
15.5,30,-40,0.000219635405227323,0.000242812491291019
15.5,30,-50,0.000219635405227323,0.000229624603784603
15.5,30,-60,0.000219635405227323,0.000215142165961192
15.5,-40,0,0.000219635405227323,0.000260084530524055
15.5,40,0,0.000219635405227323,0.000259976599956416
15.5,-40,10,0.000219635405227323,0.000259234043030158
15.5,-40,-10,0.000219635405227323,0.000257591746926524
15.5,40,10,0.000219635405227323,0.00025912693097836
15.5,40,-10,0.000219635405227323,0.000257486180823948
15.5,-40,20,0.000219635405227323,0.000255113696924149
15.5,-40,-20,0.000219635405227323,0.000251965068535299
15.5,40,20,0.000219635405227323,0.000255010380863304
15.5,40,-20,0.000219635405227323,0.000251864476739014
15.5,40,-30,0.000219635405227323,0.000243524206586982
15.5,40,-40,0.000219635405227323,0.000232956274669023
15.5,40,-50,0.000219635405227323,0.000220628776050046
15.5,40,-60,0.000219635405227323,0.000206937211872789
15.5,40,-70,0.000219635405227323,0.000192194180477091
15.5,-50,0,0.000219635405227323,0.000245827033136872
15.5,50,0,0.000219635405227323,0.00024570745238687
15.5,-50,10,0.000219635405227323,0.000245072593027473
15.5,-50,-10,0.000219635405227323,0.000243612347840143
15.5,50,10,0.000219635405227323,0.000244953726470314
15.5,50,-10,0.000219635405227323,0.000243494839680326
15.5,-50,20,0.000219635405227323,0.000241400761032949
15.5,50,20,0.000219635405227323,0.000241285252120564
15.5,50,-20,0.000219635405227323,0.000238464064452655
15.5,50,-30,0.000219635405227323,0.000230917836167567
15.5,50,-40,0.000219635405227323,0.000221235224261763
15.5,50,-50,0.000219635405227323,0.000209800092994837
15.5,50,-60,0.000219635405227323,0.000196956997868093
15.5,50,-70,0.000219635405227323,0.000182993843410281
15.5,-60,0,0.000219635405227323,0.000230344263460388
15.5,60,0,0.000219635405227323,0.000230216528492642
15.5,-60,10,0.000219635405227323,0.000229672290658078
15.5,60,-10,0.000219635405227323,0.000228243354052673
15.5,-60,20,0.000219635405227323,0.000226390231691528
15.5,60,-20,0.000219635405227323,0.000223731701929936
15.5,60,-30,0.000219635405227323,0.000216903983793297
15.5,60,-40,0.000219635405227323,0.000208050589912836
15.5,60,-50,0.000219635405227323,0.000197480823672658
15.5,60,-60,0.000219635405227323,0.00018548739962262
15.5,60,-70,0.000219635405227323,0.00017232762715875
15.5,60,-80,0.000219635405227323,0.000158217521973361
15.5,70,-30,0.000219635405227323,0.000201831512729371
15.5,70,-40,0.000219635405227323,0.000193728133928734
15.5,70,-50,0.000219635405227323,0.000183964845542878
15.5,70,-60,0.000219635405227323,0.000172786442924774
15.5,70,-70,0.000219635405227323,0.000160417871370107
15.5,70,-80,0.000219635405227323,0.000147056005814018
15.5,80,-50,0.000219635405227323,0.0001694924950557
15.5,80,-60,0.000219635405227323,0.000159075119103766
15.5,80,-70,0.000219635405227323,0.000147463008142111
15.5,80,-80,0.000219635405227323,0.000134832124640544
15.5,80,-90,0.000219635405227323,0.000121336876388409
15.5,90,-100,0.000219635405227323,9.52953241532105e-05
15.5,90,-60,0.000219635405227323,0.000144536652610376
15.5,90,-70,0.000219635405227323,0.000133633897782016
15.5,90,-80,0.000219635405227323,0.000121701932231909
15.5,90,-90,0.000219635405227323,0.000108881124944737
20.5,0,0,0.000219635405227323,0.000301115612773935
20.5,0,10,0.000219635405227323,0.000299775369256516
20.5,0,-10,0.000219635405227323,0.000297228346036852
20.5,0,20,0.000219635405227323,0.000293477322791605
20.5,0,-20,0.000219635405227323,0.000288849905733562
20.5,0,30,0.000219635405227323,0.000283279662924092
20.5,0,-30,0.000219635405227323,0.000277172384491114
20.5,0,-40,0.000219635405227323,0.000263260552996456
20.5,0,-50,0.000219635405227323,0.000247867753177805
20.5,-10,0,0.000219635405227323,0.000298511338548785
20.5,10,0,0.000219635405227323,0.000298470097522269
20.5,100,-100,0.000219635405227323,8.51857418604659e-05
20.5,100,-110,0.000219635405227323,7.14221972976327e-05
20.5,100,-70,0.000219635405227323,0.000121964787383938
20.5,100,-80,0.000219635405227323,0.000110566345406962
20.5,100,-90,0.000219635405227323,9.82679856019656e-05
20.5,-10,10,0.000219635405227323,0.000297218212251321
20.5,-10,-10,0.000219635405227323,0.000294756262273422
20.5,10,10,0.000219635405227323,0.000297177690968876
20.5,10,-10,0.000219635405227323,0.000294717044098402
20.5,-10,20,0.000219635405227323,0.000291120846292001
20.5,-10,-20,0.000219635405227323,0.000286622147684047
20.5,10,20,0.000219635405227323,0.000291083406065304
20.5,10,-20,0.000219635405227323,0.000286586696332567
20.5,-10,30,0.000219635405227323,0.000281189551602349
20.5,-10,-30,0.000219635405227323,0.000275215068929493
20.5,10,30,0.000219635405227323,0.000281156237375744
20.5,10,-30,0.000219635405227323,0.000275183826042417
20.5,-10,-40,0.000219635405227323,0.000261551129130803
20.5,10,-40,0.000219635405227323,0.000261523775963264
20.5,-10,-50,0.000219635405227323,0.000246368816138791
20.5,10,-50,0.000219635405227323,0.000246344787113213
20.5,10,-60,0.000219635405227323,0.000230136088236464
20.5,110,-100,0.000219635405227323,7.17264161891742e-05
20.5,110,-110,0.000219635405227323,5.85546916434032e-05
20.5,110,-80,0.000219635405227323,9.5863856056058e-05
20.5,110,-90,0.000219635405227323,8.41946577377436e-05
20.5,120,-100,0.000219635405227323,5.76477527812106e-05
20.5,120,-110,0.000219635405227323,4.50439698645949e-05
20.5,120,-120,0.000219635405227323,3.18022829510581e-05
20.5,120,-90,0.000219635405227323,6.95336845015282e-05
20.5,130,-110,0.000219635405227323,3.09666335697244e-05
20.5,130,-120,0.000219635405227323,1.82525890150594e-05
20.5,-20,0,0.000219635405227323,0.000291167671183495
20.5,20,0,0.000219635405227323,0.000291092764482969
20.5,-20,10,0.000219635405227323,0.000289991292981229
20.5,-20,-10,0.000219635405227323,0.000287742075051477
20.5,20,10,0.000219635405227323,0.000289917469404574
20.5,20,-10,0.000219635405227323,0.000287670237575611
20.5,-20,20,0.000219635405227323,0.000284399690154124
20.5,-20,-20,0.000219635405227323,0.000280232509229195
20.5,20,20,0.000219635405227323,0.000284330614333796
20.5,20,-20,0.000219635405227323,0.000280166592865299
20.5,-20,30,0.000219635405227323,0.00027516040054198
20.5,-20,-30,0.000219635405227323,0.000269539376455342
20.5,20,30,0.000219635405227323,0.000275097960435782
20.5,20,-30,0.000219635405227323,0.000269480384258344
20.5,-20,-40,0.000219635405227323,0.000256549450246866
20.5,20,-40,0.000219635405227323,0.00025649713438879
20.5,20,-50,0.000219635405227323,0.000241906600100236
20.5,20,-60,0.000219635405227323,0.000226192902039873
20.5,-30,0,0.000219635405227323,0.000280224267073945
20.5,30,0,0.000219635405227323,0.000280125419345094
20.5,-30,10,0.000219635405227323,0.000279187583487589
20.5,-30,-10,0.000219635405227323,0.000277196310983342
20.5,30,10,0.000219635405227323,0.000279089847385905
20.5,30,-10,0.000219635405227323,0.000277100641488665
20.5,-30,20,0.000219635405227323,0.000274216419109243
20.5,-30,-20,0.000219635405227323,0.000270469335297486
20.5,30,20,0.000219635405227323,0.000274123684073716
20.5,30,-20,0.000219635405227323,0.000270380044311312
20.5,-30,30,0.000219635405227323,0.000265865981491571
20.5,-30,-30,0.000219635405227323,0.000260716508314121
20.5,30,30,0.000219635405227323,0.000265780586811646
20.5,30,-30,0.000219635405227323,0.000260635088131303
20.5,30,-40,0.000219635405227323,0.00024858432860776
20.5,30,-50,0.000219635405227323,0.000234837388674701
20.5,30,-60,0.000219635405227323,0.000219855546211805
20.5,30,-70,0.000219635405227323,0.000203970227003227
20.5,-40,0,0.000219635405227323,0.000266806338477563
20.5,40,0,0.000219635405227323,0.000266691470612127
20.5,-40,10,0.000219635405227323,0.000265901583033371
20.5,-40,-10,0.000219635405227323,0.000264157011684608
20.5,40,10,0.000219635405227323,0.00026578770039457
20.5,40,-10,0.000219635405227323,0.000264044981871558
20.5,-40,20,0.000219635405227323,0.000261530613615985
20.5,-40,-20,0.000219635405227323,0.000258203153358047
20.5,40,20,0.000219635405227323,0.000261421262245135
20.5,40,-20,0.000219635405227323,0.000258097016957742
20.5,-40,30,0.000219635405227323,0.000254080633057834
20.5,-40,-30,0.000219635405227323,0.000249428225445509
20.5,40,30,0.000219635405227323,0.000253978226941665
20.5,40,-30,0.000219635405227323,0.000249329726291053
20.5,40,-40,0.000219635405227323,0.000238299602769849
20.5,40,-50,0.000219635405227323,0.000225519474647317
20.5,40,-60,0.000219635405227323,0.000211408497137473
20.5,40,-70,0.000219635405227323,0.000196288338719915
20.5,-50,0,0.000219635405227323,0.000251744349178607
20.5,50,0,0.000219635405227323,0.000251618854591788
20.5,-50,10,0.000219635405227323,0.000250952800152121
20.5,-50,-10,0.000219635405227323,0.000249422066915661
20.5,50,10,0.000219635405227323,0.000250828130298225
20.5,50,-10,0.000219635405227323,0.000249298961617661
20.5,-50,20,0.000219635405227323,0.000247106956912779
20.5,-50,-20,0.000219635405227323,0.00024415649815685
20.5,50,20,0.000219635405227323,0.000246986144696184
20.5,50,-20,0.000219635405227323,0.00024403848744257
20.5,-50,30,0.000219635405227323,0.000240475960224811
20.5,50,30,0.000219635405227323,0.000240361267300965
20.5,50,-30,0.000219635405227323,0.000236180513558013
20.5,50,-40,0.000219635405227323,0.000226146358447941
20.5,50,-50,0.000219635405227323,0.000214352932135416
20.5,50,-60,0.000219635405227323,0.000201165749534487
20.5,50,-70,0.000219635405227323,0.000186883605176921
20.5,50,-80,0.000219635405227323,0.000171741487589885
20.5,-60,0,0.000219635405227323,0.000235584692968169
20.5,60,0,0.000219635405227323,0.000235452029463506
20.5,-60,10,0.000219635405227323,0.00023488689816725
20.5,-60,-10,0.000219635405227323,0.000233534595245787
20.5,60,10,0.000219635405227323,0.000234754912753928
20.5,60,-10,0.000219635405227323,0.000233403904419433
20.5,-60,20,0.000219635405227323,0.000231482354887403
20.5,-60,-20,0.000219635405227323,0.000228855223055739
20.5,60,20,0.000219635405227323,0.000231353580930911
20.5,60,-20,0.000219635405227323,0.000228728822423473
20.5,-60,30,0.000219635405227323,0.000225560668003617
20.5,60,30,0.000219635405227323,0.00022543712284163
20.5,60,-30,0.000219635405227323,0.000221672862536717
20.5,60,-40,0.000219635405227323,0.000212553237004628
20.5,60,-50,0.000219635405227323,0.000201702576246264
20.5,60,-60,0.000219635405227323,0.000189430492825779
20.5,60,-70,0.000219635405227323,0.000176004801030097
20.5,60,-80,0.000219635405227323,0.000161647035686948
20.5,60,-90,0.000219635405227323,0.000146535767792972
20.5,-70,0,0.000219635405227323,0.000218675692674164
20.5,-70,10,0.000219635405227323,0.000218054886522207
20.5,-70,-10,0.000219635405227323,0.000216849913503165
20.5,70,-10,0.000219635405227323,0.000216713910196203
20.5,-70,20,0.000219635405227323,0.000215016653178697
20.5,70,-20,0.000219635405227323,0.000212529599505648
20.5,-70,30,0.000219635405227323,0.000209697305503091
20.5,70,-30,0.000219635405227323,0.000206164473119656
20.5,70,-40,0.000219635405227323,0.000197858503652196
20.5,70,-50,0.000219635405227323,0.000187875200559434
20.5,70,-60,0.000219635405227323,0.000176472277485738
20.5,70,-70,0.000219635405227323,0.00016388376821535
20.5,70,-80,0.000219635405227323,0.000150312214544951
20.5,70,-90,0.000219635405227323,0.000135927621442
20.5,-80,0,0.000219635405227323,0.000201240759109702
20.5,-80,10,0.000219635405227323,0.000200683390041605
20.5,80,-100,0.000219635405227323,0.000109867843620539
20.5,-80,20,0.000219635405227323,0.000197949399191673
20.5,80,-30,0.000219635405227323,0.000189911886728118
20.5,80,-40,0.000219635405227323,0.000182318997188892
20.5,80,-50,0.000219635405227323,0.000173117050458431
20.5,80,-60,0.000219635405227323,0.000162518721357807
20.5,80,-70,0.000219635405227323,0.000150725225852311
20.5,80,-80,0.000219635405227323,0.000137917700515512
20.5,80,-90,0.000219635405227323,0.000124253822258627
20.5,90,-100,0.000219635405227323,9.79342250336236e-05
20.5,90,-50,0.000219635405227323,0.000157620920497424
20.5,90,-60,0.000219635405227323,0.000147756156202764
20.5,90,-70,0.000219635405227323,0.000136703711382636
20.5,90,-80,0.000219635405227323,0.000124623195312887
20.5,90,-90,0.000219635405227323,0.000111658084393512
25.5,0,0,0.000219635405227323,0.000310774513448746
25.5,0,10,0.000219635405227323,0.000309225283435804
25.5,0,-10,0.000219635405227323,0.000306306710480365
25.5,0,20,0.000219635405227323,0.000302061906441995
25.5,0,-20,0.000219635405227323,0.00029689844359304
25.5,0,30,0.000219635405227323,0.000290769362572326
25.5,0,-30,0.000219635405227323,0.000284135555695465
25.5,0,40,0.000219635405227323,0.000276817193516819
25.5,0,-40,0.000219635405227323,0.000269269582242676
25.5,0,-50,0.000219635405227323,0.000253091514114489
25.5,0,-60,0.000219635405227323,0.000236071545739837
25.5,-10,0,0.000219635405227323,0.000307772863474492
25.5,10,0,0.000219635405227323,0.000307725611604859
25.5,-100,0,0.000219635405227323,0.000168417802964394
25.5,-100,10,0.000219635405227323,0.000167950391733451
25.5,100,-100,0.000219635405227323,8.73999148803719e-05
25.5,100,-110,0.000219635405227323,7.35339983818508e-05
25.5,-100,20,0.000219635405227323,0.000165651166217171
25.5,-100,30,0.000219635405227323,0.000161580373897902
25.5,100,-60,0.000219635405227323,0.000134990071281294
25.5,100,-70,0.000219635405227323,0.000124508752172079
25.5,100,-80,0.000219635405227323,0.000112998013025148
25.5,100,-90,0.000219635405227323,0.000100589149256316
25.5,-10,10,0.000219635405227323,0.00030629516083791
25.5,-10,-10,0.000219635405227323,0.000303502658379215
25.5,10,10,0.000219635405227323,0.000306248982782723
25.5,10,-10,0.000219635405227323,0.000303458381841627
25.5,-10,20,0.000219635405227323,0.000299423324480855
25.5,-10,-20,0.000219635405227323,0.000294436973224247
25.5,10,20,0.000219635405227323,0.000299381560284703
25.5,10,-20,0.000219635405227323,0.000294397917936008
25.5,-10,30,0.000219635405227323,0.000288489934235176
25.5,-10,-30,0.000219635405227323,0.000282025397741646
25.5,10,30,0.000219635405227323,0.000288453683360719
25.5,10,-30,0.000219635405227323,0.000281991771628165
25.5,-10,40,0.000219635405227323,0.000274867089084067
25.5,-10,-40,0.000219635405227323,0.00026746116305107
25.5,10,40,0.000219635405227323,0.000274835958932702
25.5,10,-40,0.000219635405227323,0.00026743225308141
25.5,-10,-50,0.000219635405227323,0.000251527169925402
25.5,10,-50,0.000219635405227323,0.000251502106000306
25.5,10,-60,0.000219635405227323,0.000234680040287313
25.5,110,-100,0.000219635405227323,7.38403772504447e-05
25.5,110,-110,0.000219635405227323,6.05790193696675e-05
25.5,110,-120,0.000219635405227323,4.67029192150693e-05
25.5,110,-70,0.000219635405227323,0.000109023441447703
25.5,110,-80,0.000219635405227323,9.81645861082971e-05
25.5,110,-90,0.000219635405227323,8.64011274275709e-05
25.5,120,-100,0.000219635405227323,5.96661885972646e-05
25.5,120,-110,0.000219635405227323,4.69839478624878e-05
25.5,120,-90,0.000219635405227323,7.16321754731739e-05
25.5,130,-110,0.000219635405227323,3.28259106637916e-05
25.5,-20,0,0.000219635405227323,0.000299475563889538
25.5,20,0,0.000219635405227323,0.000299391999058822
25.5,-20,10,0.000219635405227323,0.000298165380380983
25.5,-20,-10,0.000219635405227323,0.00029567257926352
25.5,20,10,0.000219635405227323,0.000298083311447794
25.5,20,-10,0.000219635405227323,0.000295593213537079
25.5,-20,20,0.000219635405227323,0.000291995132883477
25.5,-20,-20,0.000219635405227323,0.000287449499258961
25.5,20,20,0.000219635405227323,0.000291919445086267
25.5,20,-20,0.000219635405227323,0.000287377912309048
25.5,-20,30,0.000219635405227323,0.000281966560351893
25.5,-20,-30,0.000219635405227323,0.000275943368628562
25.5,20,30,0.000219635405227323,0.000281899365050716
25.5,20,-30,0.000219635405227323,0.000275880416021452
25.5,-20,40,0.000219635405227323,0.000269210745987313
25.5,-20,-40,0.000219635405227323,0.000262188163937626
25.5,20,40,0.000219635405227323,0.000269151943630025
25.5,20,-40,0.000219635405227323,0.000262133145143641
25.5,-20,-50,0.000219635405227323,0.000246928045654174
25.5,20,-50,0.000219635405227323,0.000246879776191765
25.5,20,-60,0.000219635405227323,0.000230609416840833
25.5,20,-70,0.000219635405227323,0.000213636657880734
25.5,-30,0,0.000219635405227323,0.000287440547547163
25.5,30,0,0.000219635405227323,0.000287333201468341
25.5,-30,10,0.000219635405227323,0.000286315762130693
25.5,-30,-10,0.000219635405227323,0.000284161394706677
25.5,30,10,0.000219635405227323,0.00028620983547261
25.5,30,-10,0.000219635405227323,0.000284058084593534
25.5,-30,20,0.000219635405227323,0.000280951417337793
25.5,-30,-20,0.000219635405227323,0.000276936436227596
25.5,30,20,0.000219635405227323,0.000280851774690085
25.5,30,-20,0.000219635405227323,0.000276841030013191
25.5,-30,30,0.000219635405227323,0.000272032645053327
25.5,-30,-30,0.000219635405227323,0.000266579416597059
25.5,30,30,0.000219635405227323,0.000271941948760579
25.5,30,-30,0.000219635405227323,0.000266493440469929
25.5,-30,40,0.000219635405227323,0.000260414029303118
25.5,-30,-40,0.000219635405227323,0.000253916666309136
25.5,30,40,0.000219635405227323,0.00026033283111285
25.5,30,-40,0.000219635405227323,0.000253839960588945
25.5,30,-50,0.000219635405227323,0.00023954341034572
25.5,30,-60,0.000219635405227323,0.000224081783727419
25.5,30,-70,0.000219635405227323,0.000207785303949447
25.5,-40,0,0.000219635405227323,0.000273032011311467
25.5,40,0,0.000219635405227323,0.000272909872867795
25.5,-40,10,0.000219635405227323,0.00027207045964807
25.5,-40,-10,0.000219635405227323,0.000270219333713172
25.5,40,10,0.000219635405227323,0.000271949503621768
